CPU_utilization,RAM_utilization,elapsed_time
5.9,16.9,0.006355765000989777
0.1,16.9,0.008793475000857143
0.3,16.9,0.0072639450008864515
0.1,16.9,0.008747597999899881
0.1,16.9,0.007394299998850329
0.1,16.9,0.008382480000364012
0.1,16.9,0.00807622399952379
0.1,16.9,0.009568041999955312
0.1,16.9,0.009761406001416617
0.1,16.9,0.008805075000054785
0.1,16.9,0.007774936999339843
0.1,16.9,0.009420524000233854
0.1,16.9,0.008708695000677835
0.1,16.9,0.009948678998625837
0.1,16.9,0.009357506000014837
0.1,16.9,0.009630759999708971
0.1,16.9,0.009619066000595922
0.1,16.9,0.010551372999543673
0.3,16.9,0.010246488000120735
0.1,16.9,0.010499545000129729
0.1,16.9,0.00939336400006141
0.1,16.9,0.010475871000380721
0.1,16.9,0.009459176999371266
0.1,16.9,0.01142982400051551
0.1,16.9,0.0090779290003411
0.1,16.9,0.011208156000066083
0.2,16.9,0.009741256999404868
0.2,16.9,0.010673934000806184
0.1,16.9,0.011200746001122752
0.1,16.9,0.013415962999715703
