CPU_utilization,RAM_utilization,elapsed_time
6.4,13.5,0.7117029179999008
1.2,13.9,0.7068298719996164
0.8,13.8,0.7025246249995689
0.9,13.7,0.6959213829995861
0.9,13.6,0.6793326229999366
0.8,13.6,0.7144519299999956
0.9,13.6,0.7195132950000698
0.8,13.6,0.6869938809995801
0.8,13.7,0.692963826999403
0.9,13.7,0.7212547449998965
0.8,13.7,0.6920795410005667
0.8,13.7,0.6876409460001014
0.9,13.7,0.7097922990005827
0.9,13.7,0.6900874989996737
0.8,13.7,0.6952673739997408
0.8,13.7,0.7052933290005967
1.0,13.7,0.7171887080003216
0.8,13.7,0.6922447269998884
0.9,13.7,0.706556317999457
0.9,13.7,0.6837635650008451
0.8,13.7,0.6954324859998451
0.8,13.7,0.6868116409996219
0.8,13.7,0.7070649669994964
0.9,13.8,0.6981378250002308
1.2,13.7,0.6900726570002007
1.1,13.7,0.693057800999668
0.9,13.7,0.6891309620004904
0.8,13.7,0.7098940340001718
0.8,13.7,0.6957105429992225
0.7,13.7,0.6882219540002552
