CPU_utilization,RAM_utilization,elapsed_time
4.9,17.8,0.05662163000306464
0.5,17.9,0.013524428999517113
0.5,17.8,0.0130692180027836
0.5,17.8,0.013711700001294957
0.5,17.8,0.013550444000429707
0.6,17.8,0.013466011001582956
0.5,17.8,0.01346928099883371
0.5,17.8,0.013640871002280619
0.5,17.8,0.013456151998980204
0.5,17.8,0.013089234998915344
0.5,17.8,0.014080113000090932
0.5,17.8,0.0126933059982548
0.5,17.8,0.01368563999858452
0.5,17.8,0.012827228001697222
0.6,17.8,0.013310417998582125
0.5,17.8,0.013397843002167065
0.5,17.8,0.01330898000014713
0.5,17.8,0.013442782001220621
0.5,17.8,0.01339529699907871
0.4,17.8,0.013202780999563402
0.8,17.8,0.013666944003489334
0.4,17.8,0.013839048002409982
0.5,17.8,0.013703709999390412
0.5,17.8,0.01367819200095255
0.5,17.8,0.013637750998896081
0.5,17.8,0.013158141999156214
0.5,17.8,0.013362372999836225
0.5,17.8,0.013731290000578156
0.5,17.8,0.013657242998306174
0.5,17.8,0.013576657998783048
