Order	Line	Ordered Item	Qty	Status	UOM	Unit Selling Price	Price List	Line Type	Qty Cancelled	Qty Fulfilled	List Price	Extended Price	Request Date	Warehouse	Ship To Location
441243	1.1	024008P4	1	Picked	EA	52.69	Hurst Price List	Paint Line	0		52.69	52.69	9/26/2019 0:00	DC1	604
441243	2.1	023809P4	3	Picked	EA	65.38	Hurst Price List	Paint Line	0		65.38	196.14	9/26/2019 0:00	DC1	604
441243	3.1	024606P8	9	Picked	EA	71.89	Hurst Price List	Paint Line	0		71.89	647.01	9/26/2019 0:00	DC1	604
441243	4.1	024605P4	3	Picked	EA	70.96	Hurst Price List	Paint Line	0		70.96	212.88	9/26/2019 0:00	DC1	604
441243	5.1	023808P0	3	Picked	EA	62.31	Hurst Price List	Paint Line	0		62.31	186.93	9/26/2019 0:00	DC1	604
441243	6.1	024606P00	9	Picked	EA	32.85	Hurst Price List	Paint Line	0		32.85	295.65	9/26/2019 0:00	DC1	604
441243	7.1	024001P6	6	Picked	EA	51.06	Hurst Price List	Paint Line	0		51.06	306.36	9/26/2019 0:00	DC1	604
441243	8.1	024007P0	6	Picked	EA	61.62	Hurst Price List	Paint Line	0		61.62	369.72	9/26/2019 0:00	DC1	604
441243	9.1	024408P6	6	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	333.84	9/26/2019 0:00	DC1	604
441243	10.1	023607P2	12	Picked	EA	14.98	Hurst Price List	Paint Line	0		14.98	179.76	9/26/2019 0:00	DC1	604
441243	11.1	024004P2	15	Picked	EA	50.35	Hurst Price List	Paint Line	0		50.35	755.25	9/26/2019 0:00	DC1	604
441243	12.1	023605P10	4	Picked	EA	12.83	Hurst Price List	Paint Line	0		12.83	51.32	9/26/2019 0:00	DC1	604
441243	13.1	023606P8	4	Picked	EA	12.24	Hurst Price List	Paint Line	0		12.24	48.96	9/26/2019 0:00	DC1	604
441243	14.1	023809P10	4	Picked	EA	11.72	Hurst Price List	Paint Line	0		11.72	46.88	9/26/2019 0:00	DC1	604
441243	15.1	023810P8	8	Picked	EA	12.4	Hurst Price List	Paint Line	0		12.4	99.2	9/26/2019 0:00	DC1	604
441243	16.1	023405P0	4	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	46.56	9/26/2019 0:00	DC1	604
441243	17.1	023404P8	4	Picked	EA	11.31	Hurst Price List	Paint Line	0		11.31	45.24	9/26/2019 0:00	DC1	604
