Order	Line	Ordered Item	Qty	Status	UOM	Unit Selling Price	Price List	Line Type	Qty Cancelled	Qty Fulfilled	List Price	Extended Price	Request Date	Warehouse	Ship To Location
439677	1.1	#N/A	12	Picked	EA	7.2	Hurst Price List	Sundry Line	0		7.2	86.4	8/30/2019 0:00	DC1	828
439677	2.1	024408P6	4	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	222.56	8/30/2019 0:00	DC1	828
439677	3.1	024202P4	6	Picked	EA	42.47	Hurst Price List	Paint Line	0		42.47	254.82	8/30/2019 0:00	DC1	828
439677	4.1	024001P6	8	Picked	EA	51.06	Hurst Price List	Paint Line	0		51.06	408.48	8/30/2019 0:00	DC1	828
439677	5.1	024407P6	16	Picked	EA	11.3	Hurst Price List	Paint Line	0		11.3	180.8	8/30/2019 0:00	DC1	828
439677	6.1	023407P10	12	Picked	EA	12.66	Hurst Price List	Paint Line	0		12.66	151.92	8/30/2019 0:00	DC1	828
439677	7.1	024210P8	16	Picked	EA	10.19	Hurst Price List	Paint Line	0		10.19	163.04	8/30/2019 0:00	DC1	828
439677	8.1	023401P4	12	Picked	EA	10.5	Hurst Price List	Paint Line	0		10.5	126	8/30/2019 0:00	DC1	828
439677	9.1	023410P6	8	Picked	EA	13.48	Hurst Price List	Paint Line	0		13.48	107.84	8/30/2019 0:00	DC1	828
439677	10.1	023402P0	12	Picked	EA	10.65	Hurst Price List	Paint Line	0		10.65	127.8	8/30/2019 0:00	DC1	828
439677	11.1	023401P0	8	Picked	EA	10.55	Hurst Price List	Paint Line	0		10.55	84.4	8/30/2019 0:00	DC1	828
439677	12.1	023401P8	8	Picked	EA	10.59	Hurst Price List	Paint Line	0		10.59	84.72	8/30/2019 0:00	DC1	828
439677	13.1	023403P0	8	Picked	EA	13.58	Hurst Price List	Paint Line	0		13.58	108.64	8/30/2019 0:00	DC1	828
439677	14.1	023403P4	8	Picked	EA	13.66	Hurst Price List	Paint Line	0		13.66	109.28	8/30/2019 0:00	DC1	828
439677	15.1	023405P4	8	Picked	EA	11.24	Hurst Price List	Paint Line	0		11.24	89.92	8/30/2019 0:00	DC1	828
439677	16.1	023810P6	4	Picked	EA	13.42	Hurst Price List	Paint Line	0		13.42	53.68	8/30/2019 0:00	DC1	828
439677	17.1	024009P4	18	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	69.66	8/30/2019 0:00	DC1	828
439677	18.1	024009P8	9	Picked	EA	3.16	Hurst Price List	Paint Line	0		3.16	28.44	8/30/2019 0:00	DC1	828
439677	19.1	024009P10	9	Picked	EA	2.97	Hurst Price List	Paint Line	0		2.97	26.73	8/30/2019 0:00	DC1	828
439677	20.1	023602P6	12	Picked	EA	13.12	Hurst Price List	Paint Line	0		13.12	157.44	8/30/2019 0:00	DC1	828
439677	21.1	024606P00	4	Picked	EA	32.85	Hurst Price List	Paint Line	0		32.85	131.4	8/30/2019 0:00	DC1	828
439677	22.1	023410P10	8	Picked	EA	13.18	Hurst Price List	Paint Line	0		13.18	105.44	8/30/2019 0:00	DC1	828
439677	23.1	#N/A	6	Picked	EA	17.52	Hurst Price List	Sundry Line	0		17.52	105.12	8/30/2019 0:00	DC1	828
439677	24.1	#N/A	18	Picked	EA	8.38	Hurst Price List	Sundry Line	0		8.38	150.84	8/30/2019 0:00	DC1	828
439677	25.1	#N/A	18	Picked	EA	5.68	Hurst Price List	Sundry Line	0		5.68	102.24	8/30/2019 0:00	DC1	828
439677	26.1	#N/A	6	Picked	EA	11.29	Hurst Price List	Sundry Line	0		11.29	67.74	8/30/2019 0:00	DC1	828
439677	27.1	#N/A	4	Picked	EA	13.72	Hurst Price List	Sundry Line	0		13.72	54.88	8/30/2019 0:00	DC1	828
439677	28.1	#N/A	12	Picked	EA	7.19	Hurst Price List	Sundry Line	0		7.19	86.28	8/30/2019 0:00	DC1	828
439660	1.1	024001P6	3	Picked	EA	51.06	Hurst Price List	Paint Line	0		51.06	153.18	8/30/2019 0:00	DC1	219
439660	2.1	024406P10	7	Picked	EA	59.11	Hurst Price List	Paint Line	0		59.11	413.77	8/30/2019 0:00	DC1	219
439660	3.1	023609P0	2	Picked	EA	69.17	Hurst Price List	Paint Line	0		69.17	138.34	8/30/2019 0:00	DC1	219
439660	4.1	024605P8	2	Picked	EA	65.95	Hurst Price List	Paint Line	0		65.95	131.9	8/30/2019 0:00	DC1	219
439660	5.1	024606P0	3	Picked	EA	55.33	Hurst Price List	Paint Line	0		55.33	165.99	8/30/2019 0:00	DC1	219
439660	6.1	023809P4	6	Picked	EA	65.38	Hurst Price List	Paint Line	0		65.38	392.28	8/30/2019 0:00	DC1	219
439660	7.1	023610P8	4	Picked	EA	68.15	Hurst Price List	Paint Line	0		68.15	272.6	8/30/2019 0:00	DC1	219
439660	8.1	#N/A	6	Picked	EA	7.2	Hurst Price List	Sundry Line	0		7.2	43.2	8/30/2019 0:00	DC1	219
439660	9.1	#N/A	4	Picked	EA	32.44	Hurst Price List	Sundry Line	0		32.44	129.76	8/30/2019 0:00	DC1	219
439660	10.1	#N/A	6	Picked	EA	17.8	Hurst Price List	Sundry Line	0		17.8	106.8	8/30/2019 0:00	DC1	219
439660	11.1	023610P6	12	Picked	EA	14.78	Hurst Price List	Paint Line	0		14.78	177.36	8/30/2019 0:00	DC1	219
439660	12.1	023605P8	2	Picked	EA	57.82	Hurst Price List	Paint Line	0		57.82	115.64	8/30/2019 0:00	DC1	219
439660	13.1	024003P10	8	Picked	EA	11.22	Hurst Price List	Paint Line	0		11.22	89.76	8/30/2019 0:00	DC1	219
439660	14.1	024601P00	12	Picked	EA	9.64	Hurst Price List	Paint Line	0		9.64	115.68	8/30/2019 0:00	DC1	219
439660	15.1	023603P10	4	Picked	EA	9.39	Hurst Price List	Paint Line	0		9.39	37.56	8/30/2019 0:00	DC1	219
439660	16.1	024408P0	4	Picked	EA	11.93	Hurst Price List	Paint Line	0		11.93	47.72	8/30/2019 0:00	DC1	219
439660	17.1	024405P4	4	Picked	EA	12.17	Hurst Price List	Paint Line	0		12.17	48.68	8/30/2019 0:00	DC1	219
439660	18.1	024202P6	8	Picked	EA	12.24	Hurst Price List	Paint Line	0		12.24	97.92	8/30/2019 0:00	DC1	219
439660	19.1	023603P4	4	Picked	EA	12.58	Hurst Price List	Paint Line	0		12.58	50.32	8/30/2019 0:00	DC1	219
439660	20.1	024203P10	4	Picked	EA	10.61	Hurst Price List	Paint Line	0		10.61	42.44	8/30/2019 0:00	DC1	219
439660	21.1	#N/A	4	Picked	EA	13.21	Hurst Price List	Sundry Line	0		13.21	52.84	8/30/2019 0:00	DC1	219
439660	22.1	#N/A	12	Picked	EA	14.01	Hurst Price List	Sundry Line	0		14.01	168.12	8/30/2019 0:00	DC1	219
439660	23.1	023405P8	0	Cancelled	EA	72.29	Hurst Price List	Paint Line	4		72.29	0	8/30/2019 0:00	DC1	219
439660	24.1	023609P2	4	Picked	EA	15.42	Hurst Price List	Paint Line	0		15.42	61.68	8/30/2019 0:00	DC1	219
439660	25.1	024601P10	4	Picked	EA	14.56	Hurst Price List	Paint Line	0		14.56	58.24	8/30/2019 0:00	DC1	219
439660	26.1	024602P0	4	Picked	EA	13.59	Hurst Price List	Paint Line	0		13.59	54.36	8/30/2019 0:00	DC1	219
439660	27.1	024601P4	4	Picked	EA	17.2	Hurst Price List	Paint Line	0		17.2	68.8	8/30/2019 0:00	DC1	219
439660	28.1	024602P4	12	Picked	EA	17.29	Hurst Price List	Paint Line	0		17.29	207.48	8/30/2019 0:00	DC1	219
439660	29.1	#N/A	2	Picked	EA	25.12	Hurst Price List	Sundry Line	0		25.12	50.24	8/30/2019 0:00	DC1	219
439660	30.1	024006P10	4	Picked	EA	9.57	Hurst Price List	Paint Line	0		9.57	38.28	8/30/2019 0:00	DC1	219
439660	31.1	024009P4	27	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	104.49	8/30/2019 0:00	DC1	219
439660	32.1	024004P8	2	Picked	EA	44.47	Hurst Price List	Paint Line	0		44.47	88.94	8/30/2019 0:00	DC1	219
439660	33.1	024004P2	3	Picked	EA	50.35	Hurst Price List	Paint Line	0		50.35	151.05	8/30/2019 0:00	DC1	219
439660	34.1	023408P0	9	Picked	EA	57.57	Hurst Price List	Paint Line	0		57.57	518.13	8/30/2019 0:00	DC1	219
439660	35.1	023409P4	4	Picked	EA	54.23	Hurst Price List	Paint Line	0		54.23	216.92	8/30/2019 0:00	DC1	219
439660	36.1	023403P10	14	Picked	EA	59.57	Hurst Price List	Paint Line	0		59.57	833.98	8/30/2019 0:00	DC1	219
439660	37.1	024408P6	5	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	278.2	8/30/2019 0:00	DC1	219
439659	1.1	023405P2	5	Picked	EA	52.49	Hurst Price List	Paint Line	0		52.49	262.45	8/30/2019 0:00	DC1	208
439659	2.1	024406P2	4	Picked	EA	10.61	Hurst Price List	Paint Line	0		10.61	42.44	8/30/2019 0:00	DC1	208
439659	3.1	024408P2	8	Picked	EA	12.27	Hurst Price List	Paint Line	0		12.27	98.16	8/30/2019 0:00	DC1	208
439659	4.1	023410P6	12	Picked	EA	13.48	Hurst Price List	Paint Line	0		13.48	161.76	8/30/2019 0:00	DC1	208
439659	5.1	023610P0	4	Picked	EA	15.37	Hurst Price List	Paint Line	0		15.37	61.48	8/30/2019 0:00	DC1	208
439659	6.1	024001P4	4	Picked	EA	11.37	Hurst Price List	Paint Line	0		11.37	45.48	8/30/2019 0:00	DC1	208
439659	7.1	023407P6	4	Picked	EA	13.02	Hurst Price List	Paint Line	0		13.02	52.08	8/30/2019 0:00	DC1	208
439659	8.1	024003P10	24	Picked	EA	11.22	Hurst Price List	Paint Line	0		11.22	269.28	8/30/2019 0:00	DC1	208
439659	9.1	023405P0	12	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	139.68	8/30/2019 0:00	DC1	208
439659	10.1	023408P2	16	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	186.24	8/30/2019 0:00	DC1	208
439659	11.1	024006P10	4	Picked	EA	9.57	Hurst Price List	Paint Line	0		9.57	38.28	8/30/2019 0:00	DC1	208
439659	12.1	023601P0	1	Picked	EA	60.13	Hurst Price List	Paint Line	0		60.13	60.13	8/30/2019 0:00	DC1	208
439659	13.1	023407P10	12	Picked	EA	12.66	Hurst Price List	Paint Line	0		12.66	151.92	8/30/2019 0:00	DC1	208
439659	14.1	023403P8	4	Picked	EA	13.06	Hurst Price List	Paint Line	0		13.06	52.24	8/30/2019 0:00	DC1	208
439659	15.1	023610P10	4	Picked	EA	13.53	Hurst Price List	Paint Line	0		13.53	54.12	8/30/2019 0:00	DC1	208
439659	16.1	024407P6	12	Picked	EA	11.3	Hurst Price List	Paint Line	0		11.3	135.6	8/30/2019 0:00	DC1	208
439659	17.1	023603P10	8	Picked	EA	9.39	Hurst Price List	Paint Line	0		9.39	75.12	8/30/2019 0:00	DC1	208
439659	18.1	024408P0	8	Picked	EA	11.93	Hurst Price List	Paint Line	0		11.93	95.44	8/30/2019 0:00	DC1	208
439659	19.1	024202P2	4	Picked	EA	9.64	Hurst Price List	Paint Line	0		9.64	38.56	8/30/2019 0:00	DC1	208
439659	20.1	023607P8	8	Picked	EA	9.43	Hurst Price List	Paint Line	0		9.43	75.44	8/30/2019 0:00	DC1	208
439659	21.1	024203P6	4	Picked	EA	12.95	Hurst Price List	Paint Line	0		12.95	51.8	8/30/2019 0:00	DC1	208
439659	22.1	024009P4	45	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	174.15	8/30/2019 0:00	DC1	208
439659	23.1	024601P00	20	Picked	EA	9.64	Hurst Price List	Paint Line	0		9.64	192.8	8/30/2019 0:00	DC1	208
439659	24.1	024009P8	9	Picked	EA	3.16	Hurst Price List	Paint Line	0		3.16	28.44	8/30/2019 0:00	DC1	208
439659	25.1	023804P0	4	Picked	EA	14.37	Hurst Price List	Paint Line	0		14.37	57.48	8/30/2019 0:00	DC1	208
439659	26.1	023607P2	4	Picked	EA	14.98	Hurst Price List	Paint Line	0		14.98	59.92	8/30/2019 0:00	DC1	208
439659	27.1	024003P2	8	Picked	EA	44.34	Hurst Price List	Paint Line	0		44.34	354.72	8/30/2019 0:00	DC1	208
439659	28.1	023808P10	2	Picked	EA	60.22	Hurst Price List	Paint Line	0		60.22	120.44	8/30/2019 0:00	DC1	208
439659	29.1	023604P2	4	Picked	EA	41.2	Hurst Price List	Paint Line	0		41.2	164.8	8/30/2019 0:00	DC1	208
439659	30.1	024204P2	16	Picked	EA	59.05	Hurst Price List	Paint Line	0		59.05	944.8	8/30/2019 0:00	DC1	208
439659	31.1	024410P8	12	Picked	EA	55.7	Hurst Price List	Paint Line	0		55.7	668.4	8/30/2019 0:00	DC1	208
439659	32.1	024204P4	4	Picked	EA	57.67	Hurst Price List	Paint Line	0		57.67	230.68	8/30/2019 0:00	DC1	208
439659	33.1	023608P4	9	Picked	EA	67.35	Hurst Price List	Paint Line	0		67.35	606.15	8/30/2019 0:00	DC1	208
439659	34.1	#N/A	10	Picked Partial	EA	105.01	Hurst Price List	Sundry Line	0		105.01	1,050.10	8/30/2019 0:00	DC1	208
439659	35.1	023606P2	5	Picked	EA	58.42	Hurst Price List	Paint Line	0		58.42	292.1	8/30/2019 0:00	DC1	208
439659	36.1	024407P8	12	Picked	EA	50.76	Hurst Price List	Paint Line	0		50.76	609.12	8/30/2019 0:00	DC1	208
439659	37.1	023604P0	8	Picked	EA	41.2	Hurst Price List	Paint Line	0		41.2	329.6	8/30/2019 0:00	DC1	208
439659	38.1	024408P6	4	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	222.56	8/30/2019 0:00	DC1	208
439659	39.1	024409P0	4	Picked	EA	51.45	Hurst Price List	Paint Line	0		51.45	205.8	8/30/2019 0:00	DC1	208
439659	40.1	024009P2	36	Picked	EA	58.31	Hurst Price List	Paint Line	0		58.31	2,099.16	8/30/2019 0:00	DC1	208
439659	41.1	024210P6	36	Picked	EA	42.5	Hurst Price List	Paint Line	0		42.5	1,530.00	8/30/2019 0:00	DC1	208
439659	42.1	024210P10	4	Picked	EA	44.81	Hurst Price List	Paint Line	0		44.81	179.24	8/30/2019 0:00	DC1	208
439659	43.1	024603P00	12	Picked	EA	42.47	Hurst Price List	Paint Line	0		42.47	509.64	8/30/2019 0:00	DC1	208
439659	44.1	#N/A	4	Picked	EA	21.5	Hurst Price List	Sundry Line	0		21.5	86	8/30/2019 0:00	DC1	208
439659	45.1	024407P2	20	Picked	EA	10.38	Hurst Price List	Paint Line	0		10.38	207.6	8/30/2019 0:00	DC1	208
439659	46.1	024410P4	16	Picked	EA	12.29	Hurst Price List	Paint Line	0		12.29	196.64	8/30/2019 0:00	DC1	208
439659	47.1	024407P0	16	Picked	EA	12.97	Hurst Price List	Paint Line	0		12.97	207.52	8/30/2019 0:00	DC1	208
439659	48.1	024405P4	8	Picked	EA	12.17	Hurst Price List	Paint Line	0		12.17	97.36	8/30/2019 0:00	DC1	208
439658	1.1	#N/A	6	Picked	EA	13.72	Hurst Price List	Sundry Line	0		13.72	82.32	8/30/2019 0:00	DC1	924
439658	2.1	023606P10	18	Picked	EA	3.6	Hurst Price List	Paint Line	0		3.6	64.8	8/30/2019 0:00	DC1	924
439658	3.1	023401P0	4	Picked	EA	10.55	Hurst Price List	Paint Line	0		10.55	42.2	8/30/2019 0:00	DC1	924
439658	4.1	023403P0	4	Picked	EA	13.58	Hurst Price List	Paint Line	0		13.58	54.32	8/30/2019 0:00	DC1	924
439658	5.1	023809P6	4	Picked	EA	13.42	Hurst Price List	Paint Line	0		13.42	53.68	8/30/2019 0:00	DC1	924
439658	6.1	023801P2	4	Picked	EA	12.06	Hurst Price List	Paint Line	0		12.06	48.24	8/30/2019 0:00	DC1	924
439658	7.1	023806P8	4	Picked	EA	15.17	Hurst Price List	Paint Line	0		15.17	60.68	8/30/2019 0:00	DC1	924
439658	8.1	023604P4	12	Picked	EA	8.89	Hurst Price List	Paint Line	0		8.89	106.68	8/30/2019 0:00	DC1	924
439658	9.1	024602P4	4	Picked	EA	17.29	Hurst Price List	Paint Line	0		17.29	69.16	8/30/2019 0:00	DC1	924
439658	10.1	024603P8	4	Picked	EA	15.22	Hurst Price List	Paint Line	0		15.22	60.88	8/30/2019 0:00	DC1	924
439658	11.1	#N/A	0	Cancelled	EA	10.98	Hurst Price List	Paint Line	4		10.98	0	8/30/2019 0:00	DC1	924
439658	12.1	#N/A	4	Picked	EA	23.36	Hurst Price List	Sundry Line	0		23.36	93.44	8/30/2019 0:00	DC1	924
439658	13.1	023610P0	16	Picked	EA	15.37	Hurst Price List	Paint Line	0		15.37	245.92	8/30/2019 0:00	DC1	924
439658	14.1	024607P0	4	Picked	EA	14.63	Hurst Price List	Paint Line	0		14.63	58.52	8/30/2019 0:00	DC1	924
439658	15.1	024001P4	24	Picked	EA	11.37	Hurst Price List	Paint Line	0		11.37	272.88	8/30/2019 0:00	DC1	924
439658	16.1	#N/A	0	Cancelled	EA	20.48	Hurst Price List	Sundry Line	4		20.48	0	8/30/2019 0:00	DC1	924
439658	17.1	023401P6	16	Picked	EA	46.71	Hurst Price List	Paint Line	0		46.71	747.36	8/30/2019 0:00	DC1	924
439658	18.1	024007P0	6	Picked	EA	61.62	Hurst Price List	Paint Line	0		61.62	369.72	8/30/2019 0:00	DC1	924
439658	19.1	024210P10	6	Picked	EA	44.81	Hurst Price List	Paint Line	0		44.81	268.86	8/30/2019 0:00	DC1	924
439658	20.1	023405P8	0	Cancelled	EA	72.29	Hurst Price List	Paint Line	10		72.29	0	8/30/2019 0:00	DC1	924
439658	21.1	024407P8	4	Picked	EA	50.76	Hurst Price List	Paint Line	0		50.76	203.04	8/30/2019 0:00	DC1	924
439658	22.1	023604P0	16	Picked	EA	41.2	Hurst Price List	Paint Line	0		41.2	659.2	8/30/2019 0:00	DC1	924
439658	23.1	#N/A	4	Picked	EA	32.44	Hurst Price List	Sundry Line	0		32.44	129.76	8/30/2019 0:00	DC1	924
439658	24.1	023604P6	4	Picked	EA	38.7	Hurst Price List	Paint Line	0		38.7	154.8	8/30/2019 0:00	DC1	924
439658	25.1	024408P6	8	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	445.12	8/30/2019 0:00	DC1	924
439658	26.1	024409P0	9	Picked	EA	51.45	Hurst Price List	Paint Line	0		51.45	463.05	8/30/2019 0:00	DC1	924
439658	27.1	024409P6	8	Picked	EA	43.89	Hurst Price List	Paint Line	0		43.89	351.12	8/30/2019 0:00	DC1	924
439658	28.1	024410P0	4	Picked	EA	38.7	Hurst Price List	Paint Line	0		38.7	154.8	8/30/2019 0:00	DC1	924
439658	29.1	024406P10	4	Picked	EA	59.11	Hurst Price List	Paint Line	0		59.11	236.44	8/30/2019 0:00	DC1	924
439658	30.1	024410P8	4	Picked	EA	55.7	Hurst Price List	Paint Line	0		55.7	222.8	8/30/2019 0:00	DC1	924
439658	31.1	024407P4	4	Picked	EA	46.18	Hurst Price List	Paint Line	0		46.18	184.72	8/30/2019 0:00	DC1	924
439658	32.1	023609P0	6	Picked	EA	69.17	Hurst Price List	Paint Line	0		69.17	415.02	8/30/2019 0:00	DC1	924
439658	33.1	024606P10	3	Picked	EA	67.44	Hurst Price List	Paint Line	0		67.44	202.32	8/30/2019 0:00	DC1	924
439658	34.1	024009P4	18	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	69.66	8/30/2019 0:00	DC1	924
439658	35.1	024609P0	4	Picked	EA	71.51	Hurst Price List	Paint Line	0		71.51	286.04	8/30/2019 0:00	DC1	924
439658	36.1	023808P10	8	Picked	EA	60.22	Hurst Price List	Paint Line	0		60.22	481.76	8/30/2019 0:00	DC1	924
439658	37.1	023605P4	4	Picked	EA	57.44	Hurst Price List	Paint Line	0		57.44	229.76	8/30/2019 0:00	DC1	924
439658	38.1	023410P8	2	Picked	EA	59.84	Hurst Price List	Paint Line	0		59.84	119.68	8/30/2019 0:00	DC1	924
439658	39.1	024009P6	18	Picked	EA	3.74	Hurst Price List	Paint Line	0		3.74	67.32	8/30/2019 0:00	DC1	924
439658	40.1	024009P8	9	Picked	EA	3.16	Hurst Price List	Paint Line	0		3.16	28.44	8/30/2019 0:00	DC1	924
439658	41.1	024009P10	9	Picked	EA	2.97	Hurst Price List	Paint Line	0		2.97	26.73	8/30/2019 0:00	DC1	924
439658	42.1	024010P0	9	Picked	EA	3.58	Hurst Price List	Paint Line	0		3.58	32.22	8/30/2019 0:00	DC1	924
439658	43.1	024402P8	0	Cancelled	EA	3.63	Hurst Price List	Paint Line	9		3.63	0	8/30/2019 0:00	DC1	924
439657	1.1	023610P6	12	Picked	EA	14.78	Hurst Price List	Paint Line	0		14.78	177.36	8/30/2019 0:00	DC1	609
439657	2.1	023809P2	16	Picked	EA	14.22	Hurst Price List	Paint Line	0		14.22	227.52	8/30/2019 0:00	DC1	609
439657	3.1	023809P6	12	Picked	EA	13.42	Hurst Price List	Paint Line	0		13.42	161.04	8/30/2019 0:00	DC1	609
439657	4.1	023809P10	16	Picked	EA	11.72	Hurst Price List	Paint Line	0		11.72	187.52	8/30/2019 0:00	DC1	609
439657	5.1	024404P2	12	Picked	EA	11.09	Hurst Price List	Paint Line	0		11.09	133.08	8/30/2019 0:00	DC1	609
439657	6.1	023405P0	8	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	93.12	8/30/2019 0:00	DC1	609
439657	7.1	023602P6	16	Picked	EA	13.12	Hurst Price List	Paint Line	0		13.12	209.92	8/30/2019 0:00	DC1	609
439657	8.1	023407P2	8	Picked	EA	12.95	Hurst Price List	Paint Line	0		12.95	103.6	8/30/2019 0:00	DC1	609
439657	9.1	024002P8	4	Picked	EA	11.79	Hurst Price List	Paint Line	0		11.79	47.16	8/30/2019 0:00	DC1	609
439657	10.1	023801P2	8	Picked	EA	12.06	Hurst Price List	Paint Line	0		12.06	96.48	8/30/2019 0:00	DC1	609
439657	11.1	024406P10	20	Picked	EA	59.11	Hurst Price List	Paint Line	0		59.11	1,182.20	8/30/2019 0:00	DC1	609
439657	12.1	024003P10	20	Picked	EA	11.22	Hurst Price List	Paint Line	0		11.22	224.4	8/30/2019 0:00	DC1	609
439657	13.1	024409P0	8	Picked	EA	51.45	Hurst Price List	Paint Line	0		51.45	411.6	8/30/2019 0:00	DC1	609
439657	14.1	023604P0	8	Picked	EA	41.2	Hurst Price List	Paint Line	0		41.2	329.6	8/30/2019 0:00	DC1	609
439657	15.1	023408P0	12	Picked	EA	57.57	Hurst Price List	Paint Line	0		57.57	690.84	8/30/2019 0:00	DC1	609
439657	16.1	023808P6	24	Picked	EA	13.19	Hurst Price List	Paint Line	0		13.19	316.56	8/30/2019 0:00	DC1	609
439657	17.1	023803P6	12	Picked	EA	14.95	Hurst Price List	Paint Line	0		14.95	179.4	8/30/2019 0:00	DC1	609
439657	18.1	024408P8	12	Picked	EA	11.44	Hurst Price List	Paint Line	0		11.44	137.28	8/30/2019 0:00	DC1	609
439657	19.1	023607P2	12	Picked	EA	14.98	Hurst Price List	Paint Line	0		14.98	179.76	8/30/2019 0:00	DC1	609
439657	20.1	023605P10	4	Picked	EA	12.83	Hurst Price List	Paint Line	0		12.83	51.32	8/30/2019 0:00	DC1	609
439657	21.1	024405P2	12	Picked	EA	12.52	Hurst Price List	Paint Line	0		12.52	150.24	8/30/2019 0:00	DC1	609
439657	22.1	023805P4	16	Picked	EA	14.94	Hurst Price List	Paint Line	0		14.94	239.04	8/30/2019 0:00	DC1	609
439657	23.1	023408P2	12	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	139.68	8/30/2019 0:00	DC1	609
