Order	Line	Ordered Item	Qty	Status	UOM	Unit Selling Price	Price List	Line Type	Qty Cancelled	Qty Fulfilled	List Price	Extended Price	Request Date	Warehouse	Ship To Location
440990	1.1	023406P8	3	Closed	EA	58.79	Hurst Price List	Paint Line	0	3	58.79	176.37	9/22/2019 0:00	DC1	820
440990	2.1	024606P10	0	Cancelled	EA	67.44	Hurst Price List	Paint Line	3		67.44	0	9/22/2019 0:00	DC1	820
440990	3.1	024409P6	3	Closed	EA	43.89	Hurst Price List	Paint Line	0	3	43.89	131.67	9/22/2019 0:00	DC1	820
440990	4.1	024407P8	3	Closed	EA	50.76	Hurst Price List	Paint Line	0	3	50.76	152.28	9/22/2019 0:00	DC1	820
440990	5.1	023609P0	3	Closed	EA	69.17	Hurst Price List	Paint Line	0	3	69.17	207.51	9/22/2019 0:00	DC1	820
440990	6.1	024008P10	6	Closed	EA	62.63	Hurst Price List	Paint Line	0	6	62.63	375.78	9/22/2019 0:00	DC1	820
440990	7.1	023406P4	4	Closed	EA	65.31	Hurst Price List	Paint Line	0	4	65.31	261.24	9/22/2019 0:00	DC1	820
440990	8.1	023809P4	3	Closed	EA	65.38	Hurst Price List	Paint Line	0	3	65.38	196.14	9/22/2019 0:00	DC1	820
440990	9.1	023807P6	3	Closed	EA	50.68	Hurst Price List	Paint Line	0	3	50.68	152.04	9/22/2019 0:00	DC1	820
440990	10.1	024201P4	3	Closed	EA	54.26	Hurst Price List	Paint Line	0	3	54.26	162.78	9/22/2019 0:00	DC1	820
440990	11.1	024202P8	0	Cancelled	EA	55.45	Hurst Price List	Paint Line	1		55.45	0	9/22/2019 0:00	DC1	820
440990	12.1	023805P8	1	Closed	EA	68.95	Hurst Price List	Paint Line	0	1	68.95	68.95	9/22/2019 0:00	DC1	820
440990	13.1	024001P2	2	Closed	EA	51.25	Hurst Price List	Paint Line	0	2	51.25	102.5	9/22/2019 0:00	DC1	820
440990	14.1	023610P0	8	Closed	EA	15.37	Hurst Price List	Paint Line	0	8	15.37	122.96	9/22/2019 0:00	DC1	820
440990	15.1	024410P4	8	Closed	EA	12.29	Hurst Price List	Paint Line	0	8	12.29	98.32	9/22/2019 0:00	DC1	820
440990	16.1	024407P2	8	Closed	EA	10.38	Hurst Price List	Paint Line	0	8	10.38	83.04	9/22/2019 0:00	DC1	820
440990	17.1	024601P00	8	Closed	EA	9.64	Hurst Price List	Paint Line	0	8	9.64	77.12	9/22/2019 0:00	DC1	820
440990	18.1	024003P10	8	Closed	EA	11.22	Hurst Price List	Paint Line	0	8	11.22	89.76	9/22/2019 0:00	DC1	820
440990	19.1	023405P0	8	Closed	EA	11.64	Hurst Price List	Paint Line	0	8	11.64	93.12	9/22/2019 0:00	DC1	820
440990	20.1	023407P10	8	Closed	EA	12.66	Hurst Price List	Paint Line	0	8	12.66	101.28	9/22/2019 0:00	DC1	820
440990	21.1	023406P6	4	Closed	EA	12.91	Hurst Price List	Paint Line	0	4	12.91	51.64	9/22/2019 0:00	DC1	820
440990	22.1	024406P10	8	Closed	EA	59.11	Hurst Price List	Paint Line	0	8	59.11	472.88	9/22/2019 0:00	DC1	820
440990	23.1	023807P10	12	Closed	EA	13.61	Hurst Price List	Paint Line	0	12	13.61	163.32	9/22/2019 0:00	DC1	820
440990	24.1	023410P6	8	Closed	EA	13.48	Hurst Price List	Paint Line	0	8	13.48	107.84	9/22/2019 0:00	DC1	820
440990	25.1	023805P4	8	Closed	EA	14.94	Hurst Price List	Paint Line	0	8	14.94	119.52	9/22/2019 0:00	DC1	820
440990	26.1	023610P10	4	Closed	EA	13.53	Hurst Price List	Paint Line	0	4	13.53	54.12	9/22/2019 0:00	DC1	820
440990	27.1	023809P10	4	Closed	EA	11.72	Hurst Price List	Paint Line	0	4	11.72	46.88	9/22/2019 0:00	DC1	820
440990	28.1	023405P4	4	Closed	EA	11.24	Hurst Price List	Paint Line	0	4	11.24	44.96	9/22/2019 0:00	DC1	820
440990	29.1	024407P6	4	Closed	EA	11.3	Hurst Price List	Paint Line	0	4	11.3	45.2	9/22/2019 0:00	DC1	820
440990	30.1	023606P8	8	Closed	EA	12.24	Hurst Price List	Paint Line	0	8	12.24	97.92	9/22/2019 0:00	DC1	820
440990	31.1	023606P6	4	Closed	EA	14.07	Hurst Price List	Paint Line	0	4	14.07	56.28	9/22/2019 0:00	DC1	820
440990	32.1	024602P10	4	Closed	EA	13.89	Hurst Price List	Paint Line	0	4	13.89	55.56	9/22/2019 0:00	DC1	820
440990	33.1	024410P8	3	Closed	EA	55.7	Hurst Price List	Paint Line	0	3	55.7	167.1	9/22/2019 0:00	DC1	820
440990	34.1	023406P2	8	Closed	EA	14.21	Hurst Price List	Paint Line	0	8	14.21	113.68	9/22/2019 0:00	DC1	820
440990	35.1	024606P2	8	Closed	EA	11.17	Hurst Price List	Paint Line	0	8	11.17	89.36	9/22/2019 0:00	DC1	820
440990	36.1	024607P2	4	Closed	EA	11.95	Hurst Price List	Paint Line	0	4	11.95	47.8	9/22/2019 0:00	DC1	820
440990	37.1	024001P4	8	Closed	EA	11.37	Hurst Price List	Paint Line	0	8	11.37	90.96	9/22/2019 0:00	DC1	820
440990	38.1	023808P6	8	Closed	EA	13.19	Hurst Price List	Paint Line	0	8	13.19	105.52	9/22/2019 0:00	DC1	820
440990	39.1	023603P10	4	Closed	EA	9.39	Hurst Price List	Paint Line	0	4	9.39	37.56	9/22/2019 0:00	DC1	820
440990	40.1	024410P2	9	Closed	EA	3.78	Hurst Price List	Paint Line	0	9	3.78	34.02	9/22/2019 0:00	DC1	820
440990	41.1	023803P8	9	Closed	EA	4.28	Hurst Price List	Paint Line	0	9	4.28	38.52	9/22/2019 0:00	DC1	820
440990	42.1	#N/A	8	Closed	EA	13.72	Hurst Price List	Sundry Line	0	8	13.72	109.76	9/22/2019 0:00	DC1	820
440990	43.1	#N/A	6	Closed	EA	7.19	Hurst Price List	Sundry Line	0	6	7.19	43.14	9/22/2019 0:00	DC1	820
440990	44.1	#N/A	4	Closed	EA	23.36	Hurst Price List	Sundry Line	0	4	23.36	93.44	9/22/2019 0:00	DC1	820
440990	45.1	023607P10	1	Closed	EA	41.02	Hurst Price List	Paint Line	0	1	41.02	41.02	9/22/2019 0:00	DC1	820
440990	46.1	024608P0	3	Closed	EA	64.75	Hurst Price List	Paint Line	0	3	64.75	194.25	9/22/2019 0:00	DC1	820
440989	1.1	024210P10	36	Picked	EA	44.81	Hurst Price List	Paint Line	0		44.81	1,613.16	9/22/2019 0:00	DC1	216
440989	2.1	024004P2	4	Picked	EA	50.35	Hurst Price List	Paint Line	0		50.35	201.4	9/22/2019 0:00	DC1	216
440989	3.1	023610P0	16	Picked	EA	15.37	Hurst Price List	Paint Line	0		15.37	245.92	9/22/2019 0:00	DC1	216
440989	4.1	024408P2	12	Picked	EA	12.27	Hurst Price List	Paint Line	0		12.27	147.24	9/22/2019 0:00	DC1	216
440989	5.1	024408P8	12	Picked	EA	11.44	Hurst Price List	Paint Line	0		11.44	137.28	9/22/2019 0:00	DC1	216
440989	6.1	023408P2	24	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	279.36	9/22/2019 0:00	DC1	216
440989	7.1	023405P4	24	Picked	EA	11.24	Hurst Price List	Paint Line	0		11.24	269.76	9/22/2019 0:00	DC1	216
440989	8.1	024008P8	8	Picked	EA	13.67	Hurst Price List	Paint Line	0		13.67	109.36	9/22/2019 0:00	DC1	216
440989	9.1	024009P0	8	Picked	EA	12.81	Hurst Price List	Paint Line	0		12.81	102.48	9/22/2019 0:00	DC1	216
440989	10.1	024406P6	8	Picked	EA	9.65	Hurst Price List	Paint Line	0		9.65	77.2	9/22/2019 0:00	DC1	216
440989	11.1	024604P00	8	Picked	EA	14.62	Hurst Price List	Paint Line	0		14.62	116.96	9/22/2019 0:00	DC1	216
440989	12.1	024007P0	16	Picked	EA	61.62	Hurst Price List	Paint Line	0		61.62	985.92	9/22/2019 0:00	DC1	216
440989	13.1	024602P0	4	Picked	EA	13.59	Hurst Price List	Paint Line	0		13.59	54.36	9/22/2019 0:00	DC1	216
440989	14.1	023802P6	4	Picked	EA	14.67	Hurst Price List	Paint Line	0		14.67	58.68	9/22/2019 0:00	DC1	216
440989	15.1	023803P8	9	Picked	EA	4.28	Hurst Price List	Paint Line	0		4.28	38.52	9/22/2019 0:00	DC1	216
440989	16.1	023801P10	9	Picked	EA	4.27	Hurst Price List	Paint Line	0		4.27	38.43	9/22/2019 0:00	DC1	216
440989	17.1	023402P4	4	Picked	EA	50.47	Hurst Price List	Paint Line	0		50.47	201.88	9/22/2019 0:00	DC1	216
440989	18.1	023609P0	1	Picked	EA	69.17	Hurst Price List	Paint Line	0		69.17	69.17	9/22/2019 0:00	DC1	216
440989	19.1	023607P10	3	Picked	EA	41.02	Hurst Price List	Paint Line	0		41.02	123.06	9/22/2019 0:00	DC1	216
440989	20.1	024409P6	12	Picked	EA	43.89	Hurst Price List	Paint Line	0		43.89	526.68	9/22/2019 0:00	DC1	216
440989	21.1	024409P0	2	Picked	EA	51.45	Hurst Price List	Paint Line	0		51.45	102.9	9/22/2019 0:00	DC1	216
440989	22.1	024407P8	36	Picked	EA	50.76	Hurst Price List	Paint Line	0		50.76	1,827.36	9/22/2019 0:00	DC1	216
440989	23.1	024407P10	18	Picked	EA	53.92	Hurst Price List	Paint Line	0		53.92	970.56	9/22/2019 0:00	DC1	216
440989	24.1	023809P4	4	Picked	EA	65.38	Hurst Price List	Paint Line	0		65.38	261.52	9/22/2019 0:00	DC1	216
440989	25.1	024601P2	2	Picked	EA	35.55	Hurst Price List	Paint Line	0		35.55	71.1	9/22/2019 0:00	DC1	216
440989	26.1	023401P6	2	Picked	EA	46.71	Hurst Price List	Paint Line	0		46.71	93.42	9/22/2019 0:00	DC1	216
440989	27.1	023407P0	4	Picked	EA	58.53	Hurst Price List	Paint Line	0		58.53	234.12	9/22/2019 0:00	DC1	216
440989	28.1	024407P0	12	Picked	EA	12.97	Hurst Price List	Paint Line	0		12.97	155.64	9/22/2019 0:00	DC1	216
440989	29.1	#N/A	2	Picked	EA	30.46	Hurst Price List	Sundry Line	0		30.46	60.92	9/22/2019 0:00	DC1	216
440989	30.1	024009P4	27	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	104.49	9/22/2019 0:00	DC1	216
440989	31.1	024009P6	27	Picked	EA	3.74	Hurst Price List	Paint Line	0		3.74	100.98	9/22/2019 0:00	DC1	216
440989	32.1	024408P6	16	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	890.24	9/22/2019 0:00	DC1	216
440989	33.1	024009P8	27	Picked	EA	3.16	Hurst Price List	Paint Line	0		3.16	85.32	9/22/2019 0:00	DC1	216
440989	34.1	024009P10	27	Picked	EA	2.97	Hurst Price List	Paint Line	0		2.97	80.19	9/22/2019 0:00	DC1	216
440989	35.1	024406P10	12	Picked	EA	59.11	Hurst Price List	Paint Line	0		59.11	709.32	9/22/2019 0:00	DC1	216
440989	36.1	024407P2	24	Picked	EA	10.38	Hurst Price List	Paint Line	0		10.38	249.12	9/22/2019 0:00	DC1	216
440989	37.1	024609P2	16	Picked	EA	14.33	Hurst Price List	Paint Line	0		14.33	229.28	9/22/2019 0:00	DC1	216
440989	38.1	024403P6	3	Picked	EA	71.95	Hurst Price List	Paint Line	0		71.95	215.85	9/22/2019 0:00	DC1	216
440989	39.1	023810P2	12	Picked	EA	14.79	Hurst Price List	Paint Line	0		14.79	177.48	9/22/2019 0:00	DC1	216
440988	1.1	023610P6	16	Picked	EA	14.78	Hurst Price List	Paint Line	0		14.78	236.48	9/22/2019 0:00	DC1	812
440988	2.1	024210P10	36	Picked	EA	44.81	Hurst Price List	Paint Line	0		44.81	1,613.16	9/22/2019 0:00	DC1	812
440988	3.1	024001P0	12	Picked	EA	11.4	Hurst Price List	Paint Line	0		11.4	136.8	9/22/2019 0:00	DC1	812
440988	4.1	024001P4	12	Picked	EA	11.37	Hurst Price List	Paint Line	0		11.37	136.44	9/22/2019 0:00	DC1	812
440988	5.1	023401P0	12	Picked	EA	10.55	Hurst Price List	Paint Line	0		10.55	126.6	9/22/2019 0:00	DC1	812
440988	6.1	023401P4	12	Picked	EA	10.5	Hurst Price List	Paint Line	0		10.5	126	9/22/2019 0:00	DC1	812
440988	7.1	023406P10	12	Picked	EA	12.86	Hurst Price List	Paint Line	0		12.86	154.32	9/22/2019 0:00	DC1	812
440988	8.1	023407P6	8	Picked	EA	13.02	Hurst Price List	Paint Line	0		13.02	104.16	9/22/2019 0:00	DC1	812
440988	9.1	023410P2	8	Picked	EA	13.55	Hurst Price List	Paint Line	0		13.55	108.4	9/22/2019 0:00	DC1	812
440988	10.1	023410P6	24	Picked	EA	13.48	Hurst Price List	Paint Line	0		13.48	323.52	9/22/2019 0:00	DC1	812
440988	11.1	#N/A	4	Picked	EA	11.51	Hurst Price List	Paint Line	0		11.51	46.04	9/22/2019 0:00	DC1	812
440988	12.1	023808P8	9	Picked	EA	3.84	Hurst Price List	Paint Line	0		3.84	34.56	9/22/2019 0:00	DC1	812
440988	13.1	023610P0	16	Picked	EA	15.37	Hurst Price List	Paint Line	0		15.37	245.92	9/22/2019 0:00	DC1	812
440988	14.1	023808P6	20	Picked	EA	13.19	Hurst Price List	Paint Line	0		13.19	263.8	9/22/2019 0:00	DC1	812
440988	15.1	#N/A	4	Picked	EA	23.02	Hurst Price List	Sundry Line	0		23.02	92.08	9/22/2019 0:00	DC1	812
440988	16.1	#N/A	0	Cancelled	EA	23.35	Hurst Price List	Sundry Line	4		23.35	0	9/22/2019 0:00	DC1	812
440988	17.1	023409P2	4	Picked	EA	11.99	Hurst Price List	Paint Line	0		11.99	47.96	9/22/2019 0:00	DC1	812
440988	18.1	024407P6	12	Picked	EA	11.3	Hurst Price List	Paint Line	0		11.3	135.6	9/22/2019 0:00	DC1	812
440988	19.1	023606P8	4	Picked	EA	12.24	Hurst Price List	Paint Line	0		12.24	48.96	9/22/2019 0:00	DC1	812
440988	20.1	023801P8	4	Picked	EA	14.9	Hurst Price List	Paint Line	0		14.9	59.6	9/22/2019 0:00	DC1	812
440988	21.1	023407P10	24	Picked	EA	12.66	Hurst Price List	Paint Line	0		12.66	303.84	9/22/2019 0:00	DC1	812
