Order	Line	Ordered Item	Qty	Status	UOM	Unit Selling Price	Price List	Line Type	Qty Cancelled	Qty Fulfilled	List Price	Extended Price	Request Date	Warehouse	Ship To Location	Secondary Shipping Qty
445635	15.1	023402P6	0	Cancelled	EA	42.14	Hurst Price List	Paint Line	3		42.14	0	12/11/2019 0:00	DC1	213	215
445635	16.1	023405P0	8	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	93.12	12/11/2019 0:00	DC1	213	215
445635	17.1	024204P10	4	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	46.56	12/11/2019 0:00	DC1	213	215
445635	18.1	023807P4	4	Picked	EA	11.28	Hurst Price List	Paint Line	0		11.28	45.12	12/11/2019 0:00	DC1	213	215
445635	19.1	023408P0	6	Picked	EA	57.57	Hurst Price List	Paint Line	0		57.57	345.42	12/11/2019 0:00	DC1	213	215
445635	20.1	023405P2	3	Picked	EA	52.49	Hurst Price List	Paint Line	0		52.49	157.47	12/11/2019 0:00	DC1	213	215
445635	21.1	#N/A	4	Picked	EA	23.36	Hurst Price List	Sundry Line	0		23.36	93.44	12/11/2019 0:00	DC1	213	215
445635	22.1	#N/A	6	Picked	EA	5.68	Hurst Price List	Sundry Line	0		5.68	34.08	12/11/2019 0:00	DC1	213	215
445635	23.1	024009P4	18	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	69.66	12/11/2019 0:00	DC1	213	215
445635	24.1	024009P6	18	Picked	EA	3.74	Hurst Price List	Paint Line	0		3.74	67.32	12/11/2019 0:00	DC1	213	215
445632	1.1	023405P0	12	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	139.68	12/11/2019 0:00	DC1	208	210
445632	2.1	024407P10	6	Picked	EA	53.92	Hurst Price List	Paint Line	0		53.92	323.52	12/11/2019 0:00	DC1	208	210
445632	3.1	023610P2	5	Picked	EA	71.06	Hurst Price List	Paint Line	0		71.06	355.3	12/11/2019 0:00	DC1	208	210
445632	4.1	024004P4	4	Picked	EA	10.04	Hurst Price List	Paint Line	0		10.04	40.16	12/11/2019 0:00	DC1	208	210
445632	5.1	023404P8	4	Picked	EA	11.31	Hurst Price List	Paint Line	0		11.31	45.24	12/11/2019 0:00	DC1	208	210
445632	6.1	024001P4	16	Picked	EA	11.37	Hurst Price List	Paint Line	0		11.37	181.92	12/11/2019 0:00	DC1	208	210
445632	7.1	024601P0	16	Picked	EA	8.26	Hurst Price List	Paint Line	0		8.26	132.16	12/11/2019 0:00	DC1	208	210
445632	8.1	023402P0	4	Picked	EA	10.65	Hurst Price List	Paint Line	0		10.65	42.6	12/11/2019 0:00	DC1	208	210
445632	9.1	023610P8	4	Picked	EA	68.15	Hurst Price List	Paint Line	0		68.15	272.6	12/11/2019 0:00	DC1	208	210
445632	10.1	023404P2	3	Picked	EA	56.04	Hurst Price List	Paint Line	0		56.04	168.12	12/11/2019 0:00	DC1	208	210
445632	11.1	023408P4	3	Picked	EA	52.47	Hurst Price List	Paint Line	0		52.47	157.41	12/11/2019 0:00	DC1	208	210
445631	1.1	024407P4	12	Picked	EA	46.18	Hurst Price List	Paint Line	0		46.18	554.16	12/11/2019 0:00	DC1	214	216
445631	2.1	023602P6	4	Picked	EA	13.12	Hurst Price List	Paint Line	0		13.12	52.48	12/11/2019 0:00	DC1	214	216
445631	3.1	023610P0	12	Picked	EA	15.37	Hurst Price List	Paint Line	0		15.37	184.44	12/11/2019 0:00	DC1	214	216
445631	4.1	024009P6	27	Picked	EA	3.74	Hurst Price List	Paint Line	0		3.74	100.98	12/11/2019 0:00	DC1	214	216
445631	5.1	024009P10	9	Picked	EA	2.97	Hurst Price List	Paint Line	0		2.97	26.73	12/11/2019 0:00	DC1	214	216
445631	6.1	024607P2	8	Picked	EA	11.95	Hurst Price List	Paint Line	0		11.95	95.6	12/11/2019 0:00	DC1	214	216
445631	7.1	023606P4	4	Picked	EA	10.94	Hurst Price List	Paint Line	0		10.94	43.76	12/11/2019 0:00	DC1	214	216
445631	8.1	023808P6	8	Picked	EA	13.19	Hurst Price List	Paint Line	0		13.19	105.52	12/11/2019 0:00	DC1	214	216
445631	9.1	024204P10	8	Picked	EA	11.64	Hurst Price List	Paint Line	0		11.64	93.12	12/11/2019 0:00	DC1	214	216
445631	10.1	024210P8	24	Picked	EA	10.19	Hurst Price List	Paint Line	0		10.19	244.56	12/11/2019 0:00	DC1	214	216
445631	11.1	023603P4	4	Picked	EA	12.58	Hurst Price List	Paint Line	0		12.58	50.32	12/11/2019 0:00	DC1	214	216
445631	12.1	023810P4	2	Picked	EA	68.24	Hurst Price List	Paint Line	0		68.24	136.48	12/11/2019 0:00	DC1	214	216
445631	13.1	024001P4	8	Picked	EA	11.37	Hurst Price List	Paint Line	0		11.37	90.96	12/11/2019 0:00	DC1	214	216
445631	14.1	024004P10	4	Picked	EA	8.33	Hurst Price List	Paint Line	0		8.33	33.32	12/11/2019 0:00	DC1	214	216
445631	15.1	024403P10	4	Picked	EA	9.96	Hurst Price List	Paint Line	0		9.96	39.84	12/11/2019 0:00	DC1	214	216
445631	16.1	023402P8	4	Picked	EA	7.46	Hurst Price List	Paint Line	0		7.46	29.84	12/11/2019 0:00	DC1	214	216
445631	17.1	024010P2	4	Picked	EA	9.14	Hurst Price List	Paint Line	0		9.14	36.56	12/11/2019 0:00	DC1	214	216
445631	18.1	023405P2	4	Picked	EA	52.49	Hurst Price List	Paint Line	0		52.49	209.96	12/11/2019 0:00	DC1	214	216
445631	19.1	023408P0	4	Picked	EA	57.57	Hurst Price List	Paint Line	0		57.57	230.28	12/11/2019 0:00	DC1	214	216
445631	20.1	024606P8	4	Picked	EA	71.89	Hurst Price List	Paint Line	0		71.89	287.56	12/11/2019 0:00	DC1	214	216
445631	21.1	023401P2	4	Picked	EA	46.98	Hurst Price List	Paint Line	0		46.98	187.92	12/11/2019 0:00	DC1	214	216
445631	22.1	023407P8	2	Picked	EA	59.3	Hurst Price List	Paint Line	0		59.3	118.6	12/11/2019 0:00	DC1	214	216
445631	23.1	024601P0	12	Picked	EA	8.26	Hurst Price List	Paint Line	0		8.26	99.12	12/11/2019 0:00	DC1	214	216
445631	24.1	024407P10	6	Picked	EA	53.92	Hurst Price List	Paint Line	0		53.92	323.52	12/11/2019 0:00	DC1	214	216
445631	25.1	023610P8	2	Picked	EA	68.15	Hurst Price List	Paint Line	0		68.15	136.3	12/11/2019 0:00	DC1	214	216
445631	26.1	024004P6	9	Picked	EA	3.05	Hurst Price List	Paint Line	0		3.05	27.45	12/11/2019 0:00	DC1	214	216
445631	27.1	#N/A	8	Picked	EA	23.02	Hurst Price List	Sundry Line	0		23.02	184.16	12/11/2019 0:00	DC1	214	216
445631	28.1	023403P8	24	Picked	EA	13.06	Hurst Price List	Paint Line	0		13.06	313.44	12/11/2019 0:00	DC1	214	216
445631	29.1	024408P6	16	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	890.24	12/11/2019 0:00	DC1	214	216
445630	1.1	023809P4	3	Closed	EA	65.38	Hurst Price List	Paint Line	0	3	65.38	196.14	12/11/2019 0:00	DC1	306	308
445630	2.1	023806P10	1	Closed	EA	70.13	Hurst Price List	Paint Line	0	1	70.13	70.13	12/11/2019 0:00	DC1	306	308
445630	3.1	024007P0	3	Closed	EA	61.62	Hurst Price List	Paint Line	0	3	61.62	184.86	12/11/2019 0:00	DC1	306	308
445630	4.1	024002P0	3	Closed	EA	67.36	Hurst Price List	Paint Line	0	3	67.36	202.08	12/11/2019 0:00	DC1	306	308
445630	5.1	023808P10	3	Closed	EA	60.22	Hurst Price List	Paint Line	0	3	60.22	180.66	12/11/2019 0:00	DC1	306	308
445630	6.1	024601P2	8	Closed	EA	35.55	Hurst Price List	Paint Line	0	8	35.55	284.4	12/11/2019 0:00	DC1	306	308
445630	7.1	023809P2	8	Closed	EA	14.22	Hurst Price List	Paint Line	0	8	14.22	113.76	12/11/2019 0:00	DC1	306	308
445630	8.1	024406P2	4	Closed	EA	10.61	Hurst Price List	Paint Line	0	4	10.61	42.44	12/11/2019 0:00	DC1	306	308
445630	9.1	024202P6	4	Closed	EA	12.24	Hurst Price List	Paint Line	0	4	12.24	48.96	12/11/2019 0:00	DC1	306	308
445630	10.1	023803P6	8	Closed	EA	14.95	Hurst Price List	Paint Line	0	8	14.95	119.6	12/11/2019 0:00	DC1	306	308
445630	11.1	024407P6	8	Closed	EA	11.3	Hurst Price List	Paint Line	0	8	11.3	90.4	12/11/2019 0:00	DC1	306	308
445630	12.1	023806P4	4	Closed	EA	12.93	Hurst Price List	Paint Line	0	4	12.93	51.72	12/11/2019 0:00	DC1	306	308
445630	13.1	023804P6	4	Closed	EA	13.65	Hurst Price List	Paint Line	0	4	13.65	54.6	12/11/2019 0:00	DC1	306	308
445630	14.1	024004P4	4	Closed	EA	10.04	Hurst Price List	Paint Line	0	4	10.04	40.16	12/11/2019 0:00	DC1	306	308
445630	15.1	023404P4	4	Closed	EA	12.08	Hurst Price List	Paint Line	0	4	12.08	48.32	12/11/2019 0:00	DC1	306	308
445630	16.1	024010P2	4	Closed	EA	9.14	Hurst Price List	Paint Line	0	4	9.14	36.56	12/11/2019 0:00	DC1	306	308
445630	17.1	024602P4	4	Closed	EA	17.29	Hurst Price List	Paint Line	0	4	17.29	69.16	12/11/2019 0:00	DC1	306	308
445630	18.1	#N/A	4	Closed	EA	11.64	Hurst Price List	Paint Line	0	4	11.64	46.56	12/11/2019 0:00	DC1	306	308
445630	19.1	024006P2	4	Closed	EA	14.19	Hurst Price List	Paint Line	0	4	14.19	56.76	12/11/2019 0:00	DC1	306	308
445630	20.1	#N/A	4	Closed	EA	13.72	Hurst Price List	Sundry Line	0	4	13.72	54.88	12/11/2019 0:00	DC1	306	308
445630	21.1	#N/A	4	Closed	EA	23.36	Hurst Price List	Sundry Line	0	4	23.36	93.44	12/11/2019 0:00	DC1	306	308
445630	22.1	024201P8	8	Closed	EA	51.44	Hurst Price List	Paint Line	0	8	51.44	411.52	12/11/2019 0:00	DC1	306	308
445630	23.1	024003P10	8	Closed	EA	11.22	Hurst Price List	Paint Line	0	8	11.22	89.76	12/11/2019 0:00	DC1	306	308
445630	24.1	024202P0	0	Cancelled	EA	38.7	Hurst Price List	Paint Line	3		38.7	0	12/11/2019 0:00	DC1	306	308
445630	25.1	024004P2	2	Closed	EA	50.35	Hurst Price List	Paint Line	0	2	50.35	100.7	12/11/2019 0:00	DC1	306	308
445630	26.1	023405P2	3	Closed	EA	52.49	Hurst Price List	Paint Line	0	3	52.49	157.47	12/11/2019 0:00	DC1	306	308
445630	27.1	023403P10	4	Closed	EA	59.57	Hurst Price List	Paint Line	0	4	59.57	238.28	12/11/2019 0:00	DC1	306	308
445629	1.1	023603P10	4	Closed	EA	9.39	Hurst Price List	Paint Line	0	4	9.39	37.56	12/11/2019 0:00	DC1	818	820
445629	2.1	024203P6	8	Closed	EA	12.95	Hurst Price List	Paint Line	0	8	12.95	103.6	12/11/2019 0:00	DC1	818	820
445629	3.1	024602P4	4	Closed	EA	17.29	Hurst Price List	Paint Line	0	4	17.29	69.16	12/11/2019 0:00	DC1	818	820
445629	4.1	024001P4	8	Closed	EA	11.37	Hurst Price List	Paint Line	0	8	11.37	90.96	12/11/2019 0:00	DC1	818	820
445629	5.1	#N/A	2	Closed	EA	30.46	Hurst Price List	Sundry Line	0	2	30.46	60.92	12/11/2019 0:00	DC1	818	820
445629	6.1	023808P6	8	Closed	EA	13.19	Hurst Price List	Paint Line	0	8	13.19	105.52	12/11/2019 0:00	DC1	818	820
445629	7.1	023809P2	20	Closed	EA	14.22	Hurst Price List	Paint Line	0	20	14.22	284.4	12/11/2019 0:00	DC1	818	820
445629	8.1	023610P6	8	Closed	EA	14.78	Hurst Price List	Paint Line	0	8	14.78	118.24	12/11/2019 0:00	DC1	818	820
445629	9.1	023808P10	10	Closed	EA	60.22	Hurst Price List	Paint Line	0	10	60.22	602.2	12/11/2019 0:00	DC1	818	820
445629	10.1	024608P0	6	Closed	EA	64.75	Hurst Price List	Paint Line	0	6	64.75	388.5	12/11/2019 0:00	DC1	818	820
445629	11.1	024001P6	6	Closed	EA	51.06	Hurst Price List	Paint Line	0	6	51.06	306.36	12/11/2019 0:00	DC1	818	820
445629	12.1	023803P4	6	Closed	EA	69.91	Hurst Price List	Paint Line	0	6	69.91	419.46	12/11/2019 0:00	DC1	818	820
445629	13.1	#N/A	0	Cancelled	EA	67.92	Hurst Price List	Paint Line	40		67.92	0	12/11/2019 0:00	DC1	818	820
445629	14.1	024004P2	6	Closed	EA	50.35	Hurst Price List	Paint Line	0	6	50.35	302.1	12/11/2019 0:00	DC1	818	820
445629	15.1	024001P2	3	Closed	EA	51.25	Hurst Price List	Paint Line	0	3	51.25	153.75	12/11/2019 0:00	DC1	818	820
445629	16.1	023803P2	8	Closed	EA	15.13	Hurst Price List	Paint Line	0	8	15.13	121.04	12/11/2019 0:00	DC1	818	820
445629	17.1	024408P8	4	Closed	EA	11.44	Hurst Price List	Paint Line	0	4	11.44	45.76	12/11/2019 0:00	DC1	818	820
445629	18.1	024001P10	8	Closed	EA	14.63	Hurst Price List	Paint Line	0	8	14.63	117.04	12/11/2019 0:00	DC1	818	820
445629	19.1	024003P0	4	Closed	EA	10.01	Hurst Price List	Paint Line	0	4	10.01	40.04	12/11/2019 0:00	DC1	818	820
445629	20.1	023805P4	4	Closed	EA	14.94	Hurst Price List	Paint Line	0	4	14.94	59.76	12/11/2019 0:00	DC1	818	820
445628	1.1	023408P0	40	Closed	EA	57.57	Hurst Price List	Paint Line	0	40	57.57	2,302.80	12/11/2019 0:00	DC1	1116	1118
445628	2.1	023808P4	36	Closed	EA	32.6	Hurst Price List	Paint Line	0	36	32.6	1,173.60	12/11/2019 0:00	DC1	1116	1118
445628	3.1	024008P6	12	Closed	EA	29.88	Hurst Price List	Paint Line	0	12	29.88	358.56	12/11/2019 0:00	DC1	1116	1118
445628	4.1	023409P0	9	Closed	EA	47.83	Hurst Price List	Paint Line	0	9	47.83	430.47	12/11/2019 0:00	DC1	1116	1118
445628	5.1	023406P8	3	Closed	EA	58.79	Hurst Price List	Paint Line	0	3	58.79	176.37	12/11/2019 0:00	DC1	1116	1118
445628	6.1	023407P0	3	Closed	EA	58.53	Hurst Price List	Paint Line	0	3	58.53	175.59	12/11/2019 0:00	DC1	1116	1118
445628	7.1	023403P10	9	Closed	EA	59.57	Hurst Price List	Paint Line	0	9	59.57	536.13	12/11/2019 0:00	DC1	1116	1118
445628	8.1	023404P6	3	Closed	EA	54.65	Hurst Price List	Paint Line	0	3	54.65	163.95	12/11/2019 0:00	DC1	1116	1118
445628	9.1	024407P8	3	Closed	EA	50.76	Hurst Price List	Paint Line	0	3	50.76	152.28	12/11/2019 0:00	DC1	1116	1118
445628	10.1	023603P6	3	Closed	EA	57.12	Hurst Price List	Paint Line	0	3	57.12	171.36	12/11/2019 0:00	DC1	1116	1118
445628	11.1	024406P10	20	Closed	EA	59.11	Hurst Price List	Paint Line	0	20	59.11	1,182.20	12/11/2019 0:00	DC1	1116	1118
445628	12.1	024410P8	8	Closed	EA	55.7	Hurst Price List	Paint Line	0	8	55.7	445.6	12/11/2019 0:00	DC1	1116	1118
445628	13.1	024407P4	6	Closed	EA	46.18	Hurst Price List	Paint Line	0	6	46.18	277.08	12/11/2019 0:00	DC1	1116	1118
445628	14.1	024603P00	3	Closed	EA	42.47	Hurst Price List	Paint Line	0	3	42.47	127.41	12/11/2019 0:00	DC1	1116	1118
445628	15.1	023805P8	3	Closed	EA	68.95	Hurst Price List	Paint Line	0	3	68.95	206.85	12/11/2019 0:00	DC1	1116	1118
445628	16.1	024003P2	9	Closed	EA	44.34	Hurst Price List	Paint Line	0	9	44.34	399.06	12/11/2019 0:00	DC1	1116	1118
445628	17.1	023809P0	3	Closed	EA	65.2	Hurst Price List	Paint Line	0	3	65.2	195.6	12/11/2019 0:00	DC1	1116	1118
445628	18.1	024610P00	9	Closed	EA	3.67	Hurst Price List	Paint Line	0	9	3.67	33.03	12/11/2019 0:00	DC1	1116	1118
445628	19.1	#N/A	4	Closed	EA	13.72	Hurst Price List	Sundry Line	0	4	13.72	54.88	12/11/2019 0:00	DC1	1116	1118
445628	20.1	#N/A	2	Closed	EA	23.36	Hurst Price List	Sundry Line	0	2	23.36	46.72	12/11/2019 0:00	DC1	1116	1118
445628	21.1	#N/A	2	Closed	EA	32.44	Hurst Price List	Sundry Line	0	2	32.44	64.88	12/11/2019 0:00	DC1	1116	1118
445628	22.1	#N/A	6	Closed	EA	7.19	Hurst Price List	Sundry Line	0	6	7.19	43.14	12/11/2019 0:00	DC1	1116	1118
445628	23.1	#N/A	6	Closed	EA	17.52	Hurst Price List	Sundry Line	0	6	17.52	105.12	12/11/2019 0:00	DC1	1116	1118
445628	24.1	#N/A	6	Closed	EA	18.49	Hurst Price List	Sundry Line	0	6	18.49	110.94	12/11/2019 0:00	DC1	1116	1118
445628	25.1	023807P10	4	Closed	EA	13.61	Hurst Price List	Paint Line	0	4	13.61	54.44	12/11/2019 0:00	DC1	1116	1118
445628	26.1	024006P2	4	Closed	EA	14.19	Hurst Price List	Paint Line	0	4	14.19	56.76	12/11/2019 0:00	DC1	1116	1118
445628	27.1	024405P2	4	Closed	EA	12.52	Hurst Price List	Paint Line	0	4	12.52	50.08	12/11/2019 0:00	DC1	1116	1118
445628	28.1	024210P8	16	Closed	EA	10.19	Hurst Price List	Paint Line	0	16	10.19	163.04	12/11/2019 0:00	DC1	1116	1118
445628	29.1	023407P10	20	Closed	EA	12.66	Hurst Price List	Paint Line	0	20	12.66	253.2	12/11/2019 0:00	DC1	1116	1118
445628	30.1	023408P10	4	Closed	EA	10.71	Hurst Price List	Paint Line	0	4	10.71	42.84	12/11/2019 0:00	DC1	1116	1118
445628	31.1	024407P6	4	Closed	EA	11.3	Hurst Price List	Paint Line	0	4	11.3	45.2	12/11/2019 0:00	DC1	1116	1118
445628	32.1	024407P2	4	Closed	EA	10.38	Hurst Price List	Paint Line	0	4	10.38	41.52	12/11/2019 0:00	DC1	1116	1118
445628	33.1	023610P0	4	Closed	EA	15.37	Hurst Price List	Paint Line	0	4	15.37	61.48	12/11/2019 0:00	DC1	1116	1118
445628	34.1	023803P2	4	Closed	EA	15.13	Hurst Price List	Paint Line	0	4	15.13	60.52	12/11/2019 0:00	DC1	1116	1118
445628	35.1	023410P6	8	Closed	EA	13.48	Hurst Price List	Paint Line	0	8	13.48	107.84	12/11/2019 0:00	DC1	1116	1118
445628	36.1	023403P0	4	Closed	EA	13.58	Hurst Price List	Paint Line	0	4	13.58	54.32	12/11/2019 0:00	DC1	1116	1118
445628	37.1	023803P10	12	Closed	EA	69.04	Hurst Price List	Paint Line	0	12	69.04	828.48	12/11/2019 0:00	DC1	1116	1118
445628	38.1	024201P8	6	Closed	EA	51.44	Hurst Price List	Paint Line	0	6	51.44	308.64	12/11/2019 0:00	DC1	1116	1118
445628	39.1	023810P10	3	Closed	EA	44.67	Hurst Price List	Paint Line	0	3	44.67	134.01	12/11/2019 0:00	DC1	1116	1118
445628	40.1	023401P2	36	Closed	EA	46.98	Hurst Price List	Paint Line	0	36	46.98	1,691.28	12/11/2019 0:00	DC1	1116	1118
445628	41.1	023401P6	3	Closed	EA	46.71	Hurst Price List	Paint Line	0	3	46.71	140.13	12/11/2019 0:00	DC1	1116	1118
445628	42.1	023402P2	3	Closed	EA	47.46	Hurst Price List	Paint Line	0	3	47.46	142.38	12/11/2019 0:00	DC1	1116	1118
445627	1.1	023810P2	4	Closed	EA	14.79	Hurst Price List	Paint Line	0	4	14.79	59.16	12/11/2019 0:00	DC1	801	803
445627	2.1	023408P2	8	Closed	EA	11.64	Hurst Price List	Paint Line	0	8	11.64	93.12	12/11/2019 0:00	DC1	801	803
445627	3.1	024408P8	4	Closed	EA	11.44	Hurst Price List	Paint Line	0	4	11.44	45.76	12/11/2019 0:00	DC1	801	803
445627	4.1	023605P10	4	Closed	EA	12.83	Hurst Price List	Paint Line	0	4	12.83	51.32	12/11/2019 0:00	DC1	801	803
445627	5.1	023808P6	8	Closed	EA	13.19	Hurst Price List	Paint Line	0	8	13.19	105.52	12/11/2019 0:00	DC1	801	803
445627	6.1	#N/A	12	Closed	EA	25.26	Hurst Price List	Sundry Line	0	12	25.26	303.12	12/11/2019 0:00	DC1	801	803
445627	7.1	023602P6	8	Closed	EA	13.12	Hurst Price List	Paint Line	0	8	13.12	104.96	12/11/2019 0:00	DC1	801	803
445627	8.1	023406P10	4	Closed	EA	12.86	Hurst Price List	Paint Line	0	4	12.86	51.44	12/11/2019 0:00	DC1	801	803
445627	9.1	023410P6	8	Closed	EA	13.48	Hurst Price List	Paint Line	0	8	13.48	107.84	12/11/2019 0:00	DC1	801	803
445627	10.1	023803P2	8	Closed	EA	15.13	Hurst Price List	Paint Line	0	8	15.13	121.04	12/11/2019 0:00	DC1	801	803
445627	11.1	024602P4	4	Closed	EA	17.29	Hurst Price List	Paint Line	0	4	17.29	69.16	12/11/2019 0:00	DC1	801	803
445627	12.1	023610P6	4	Closed	EA	14.78	Hurst Price List	Paint Line	0	4	14.78	59.12	12/11/2019 0:00	DC1	801	803
445627	13.1	024604P00	4	Closed	EA	14.62	Hurst Price List	Paint Line	0	4	14.62	58.48	12/11/2019 0:00	DC1	801	803
445627	14.1	024406P2	4	Closed	EA	10.61	Hurst Price List	Paint Line	0	4	10.61	42.44	12/11/2019 0:00	DC1	801	803
445627	15.1	024601P4	4	Closed	EA	17.2	Hurst Price List	Paint Line	0	4	17.2	68.8	12/11/2019 0:00	DC1	801	803
445627	16.1	024204P10	4	Closed	EA	11.64	Hurst Price List	Paint Line	0	4	11.64	46.56	12/11/2019 0:00	DC1	801	803
445627	17.1	024008P8	4	Closed	EA	13.67	Hurst Price List	Paint Line	0	4	13.67	54.68	12/11/2019 0:00	DC1	801	803
445627	18.1	024009P4	18	Closed	EA	3.87	Hurst Price List	Paint Line	0	18	3.87	69.66	12/11/2019 0:00	DC1	801	803
445627	19.1	024009P10	9	Closed	EA	2.97	Hurst Price List	Paint Line	0	9	2.97	26.73	12/11/2019 0:00	DC1	801	803
445627	20.1	023805P0	9	Closed	EA	3.73	Hurst Price List	Paint Line	0	9	3.73	33.57	12/11/2019 0:00	DC1	801	803
445627	21.1	024404P10	3	Closed	EA	69.33	Hurst Price List	Paint Line	0	3	69.33	207.99	12/11/2019 0:00	DC1	801	803
445627	22.1	023405P2	20	Closed	EA	52.49	Hurst Price List	Paint Line	0	20	52.49	1,049.80	12/11/2019 0:00	DC1	801	803
445627	23.1	024210P8	8	Closed	EA	10.19	Hurst Price List	Paint Line	0	8	10.19	81.52	12/11/2019 0:00	DC1	801	803
445627	24.1	023408P0	12	Closed	EA	57.57	Hurst Price List	Paint Line	0	12	57.57	690.84	12/11/2019 0:00	DC1	801	803
445627	25.1	023401P6	4	Closed	EA	46.71	Hurst Price List	Paint Line	0	4	46.71	186.84	12/11/2019 0:00	DC1	801	803
445627	26.1	024007P0	5	Closed	EA	61.62	Hurst Price List	Paint Line	0	5	61.62	308.1	12/11/2019 0:00	DC1	801	803
445627	27.1	023403P2	9	Closed	EA	62.15	Hurst Price List	Paint Line	0	9	62.15	559.35	12/11/2019 0:00	DC1	801	803
445627	28.1	023403P6	3	Closed	EA	62.52	Hurst Price List	Paint Line	0	3	62.52	187.56	12/11/2019 0:00	DC1	801	803
445627	29.1	023610P8	9	Closed	EA	68.15	Hurst Price List	Paint Line	0	9	68.15	613.35	12/11/2019 0:00	DC1	801	803
445627	30.1	024201P0	9	Closed	EA	50.04	Hurst Price List	Paint Line	0	9	50.04	450.36	12/11/2019 0:00	DC1	801	803
445627	31.1	024205P0	6	Closed	EA	52.47	Hurst Price List	Paint Line	0	6	52.47	314.82	12/11/2019 0:00	DC1	801	803
445627	32.1	#N/A	4	Closed	EA	17.8	Hurst Price List	Sundry Line	0	4	17.8	71.2	12/11/2019 0:00	DC1	801	803
445627	33.1	#N/A	4	Closed	EA	32.44	Hurst Price List	Sundry Line	0	4	32.44	129.76	12/11/2019 0:00	DC1	801	803
445627	34.1	023407P10	8	Closed	EA	12.66	Hurst Price List	Paint Line	0	8	12.66	101.28	12/11/2019 0:00	DC1	801	803
445627	35.1	#N/A	6	Closed	EA	12.27	Hurst Price List	Sundry Line	0	6	12.27	73.62	12/11/2019 0:00	DC1	801	803
445627	36.1	023403P8	12	Closed	EA	13.06	Hurst Price List	Paint Line	0	12	13.06	156.72	12/11/2019 0:00	DC1	801	803
445627	37.1	023805P4	12	Closed	EA	14.94	Hurst Price List	Paint Line	0	12	14.94	179.28	12/11/2019 0:00	DC1	801	803
445627	38.1	023803P6	12	Closed	EA	14.95	Hurst Price List	Paint Line	0	12	14.95	179.4	12/11/2019 0:00	DC1	801	803
445627	39.1	024004P4	4	Closed	EA	10.04	Hurst Price List	Paint Line	0	4	10.04	40.16	12/11/2019 0:00	DC1	801	803
445627	40.1	023405P0	8	Closed	EA	11.64	Hurst Price List	Paint Line	0	8	11.64	93.12	12/11/2019 0:00	DC1	801	803
445626	1.1	024210P10	36	Closed	EA	44.81	Hurst Price List	Paint Line	0	36	44.81	1,613.16	12/11/2019 0:00	DC1	307	309
445626	2.1	#N/A	6	Closed	EA	5.68	Hurst Price List	Sundry Line	0	6	5.68	34.08	12/11/2019 0:00	DC1	307	309
445626	3.1	023408P0	3	Closed	EA	57.57	Hurst Price List	Paint Line	0	3	57.57	172.71	12/11/2019 0:00	DC1	307	309
445626	4.1	023605P2	3	Closed	EA	58.42	Hurst Price List	Paint Line	0	3	58.42	175.26	12/11/2019 0:00	DC1	307	309
