Order	Line	Ordered Item	Qty	Status	UOM	Unit Selling Price	Price List	Line Type	Qty Cancelled	Qty Fulfilled	List Price	Extended Price	Request Date	Warehouse	Ship To Location												
435980	5.1	023808P10	12	Picked	EA	60.22	Hurst Price List	Paint Line	0		60.22	722.64	7/3/2019 0:00	DC1	609												
435980	6.1	024002P6	4	Picked	EA	52.79	Hurst Price List	Paint Line	0		52.79	211.16	7/3/2019 0:00	DC1	609												
435980	7.1	024002P10	5	Picked	EA	53.18	Hurst Price List	Paint Line	0		53.18	265.9	7/3/2019 0:00	DC1	609												
435980	8.1	024005P4	6	Picked	EA	67.67	Hurst Price List	Paint Line	0		67.67	406.02	7/3/2019 0:00	DC1	609												
435980	9.1	024006P4	3	Picked	EA	67.84	Hurst Price List	Paint Line	0		67.84	203.52	7/3/2019 0:00	DC1	609												
435980	10.1	023610P2	12	Picked	EA	71.06	Hurst Price List	Paint Line	0		71.06	852.72	7/3/2019 0:00	DC1	609												
435980	11.1	023803P4	3	Picked	EA	69.91	Hurst Price List	Paint Line	0		69.91	209.73	7/3/2019 0:00	DC1	609												
435980	12.1	023410P8	6	Picked	EA	59.84	Hurst Price List	Paint Line	0		59.84	359.04	7/3/2019 0:00	DC1	609												
435980	13.1	023401P2	8	Picked	EA	46.98	Hurst Price List	Paint Line	0		46.98	375.84	7/3/2019 0:00	DC1	609												
435980	14.1	024204P2	3	Picked	EA	59.05	Hurst Price List	Paint Line	0		59.05	177.15	7/3/2019 0:00	DC1	609												
435980	15.1	023805P8	2	Picked	EA	68.95	Hurst Price List	Paint Line	0		68.95	137.9	7/3/2019 0:00	DC1	609												
435980	16.1	024008P10	12	Picked	EA	62.63	Hurst Price List	Paint Line	0		62.63	751.56	7/3/2019 0:00	DC1	609												
435980	17.1	024004P2	16	Picked	EA	50.35	Hurst Price List	Paint Line	0		50.35	805.6	7/3/2019 0:00	DC1	609												
435980	18.1	024403P6	4	Picked	EA	71.95	Hurst Price List	Paint Line	0		71.95	287.8	7/3/2019 0:00	DC1	609												
435980	19.1	024407P8	24	Picked	EA	50.76	Hurst Price List	Paint Line	0		50.76	1,218.24	7/3/2019 0:00	DC1	609												
435980	20.1	023403P10	12	Picked	EA	59.57	Hurst Price List	Paint Line	0		59.57	714.84	7/3/2019 0:00	DC1	609												
435980	21.1	023405P4	8	Picked	EA	11.24	Hurst Price List	Paint Line	0		11.24	89.92	7/3/2019 0:00	DC1	609												
435980	22.1	023408P0	24	Picked	EA	57.57	Hurst Price List	Paint Line	0		57.57	1,381.68	7/3/2019 0:00	DC1	609												
435980	23.1	023405P2	12	Picked	EA	52.49	Hurst Price List	Paint Line	0		52.49	629.88	7/3/2019 0:00	DC1	609												
435980	24.1	024210P8	24	Picked	EA	10.19	Hurst Price List	Paint Line	0		10.19	244.56	7/3/2019 0:00	DC1	609												
435980	25.1	024001P4	12	Picked	EA	11.37	Hurst Price List	Paint Line	0		11.37	136.44	7/3/2019 0:00	DC1	609												
435980	26.1	023610P0	16	Picked	EA	15.37	Hurst Price List	Paint Line	0		15.37	245.92	7/3/2019 0:00	DC1	609												
435980	27.1	023803P2	12	Picked	EA	15.13	Hurst Price List	Paint Line	0		15.13	181.56	7/3/2019 0:00	DC1	609												
435980	28.1	024001P10	12	Picked	EA	14.63	Hurst Price List	Paint Line	0		14.63	175.56	7/3/2019 0:00	DC1	609												
435980	29.1	023807P10	8	Picked	EA	13.61	Hurst Price List	Paint Line	0		13.61	108.88	7/3/2019 0:00	DC1	609												
435980	30.1	023808P6	24	Picked	EA	13.19	Hurst Price List	Paint Line	0		13.19	316.56	7/3/2019 0:00	DC1	609												
435980	31.1	023806P8	12	Picked	EA	15.17	Hurst Price List	Paint Line	0		15.17	182.04	7/3/2019 0:00	DC1	609												
435980	32.1	024407P6	32	Picked	EA	11.3	Hurst Price List	Paint Line	0		11.3	361.6	7/3/2019 0:00	DC1	609												
435980	33.1	024402P0	4	Picked	EA	13.25	Hurst Price List	Paint Line	0		13.25	53	7/3/2019 0:00	DC1	609												
435980	34.1	023801P2	8	Picked	EA	12.06	Hurst Price List	Paint Line	0		12.06	96.48	7/3/2019 0:00	DC1	609												
435980	35.1	024403P4	12	Picked	EA	15.54	Hurst Price List	Paint Line	0		15.54	186.48	7/3/2019 0:00	DC1	609												
435980	36.1	023810P2	8	Picked	EA	14.79	Hurst Price List	Paint Line	0		14.79	118.32	7/3/2019 0:00	DC1	609												
435980	37.1	023809P2	12	Picked	EA	14.22	Hurst Price List	Paint Line	0		14.22	170.64	7/3/2019 0:00	DC1	609												
435980	38.1	023404P8	4	Picked	EA	11.31	Hurst Price List	Paint Line	0		11.31	45.24	7/3/2019 0:00	DC1	609												
435980	39.1	023607P2	8	Picked	EA	14.98	Hurst Price List	Paint Line	0		14.98	119.84	7/3/2019 0:00	DC1	609												
435980	40.1	024004P4	12	Picked	EA	10.04	Hurst Price List	Paint Line	0		10.04	120.48	7/3/2019 0:00	DC1	609												
435980	41.1	024004P10	8	Picked	EA	8.33	Hurst Price List	Paint Line	0		8.33	66.64	7/3/2019 0:00	DC1	609												
435980	42.1	023403P8	16	Picked	EA	13.06	Hurst Price List	Paint Line	0		13.06	208.96	7/3/2019 0:00	DC1	609												
435980	43.1	023610P6	24	Picked	EA	14.78	Hurst Price List	Paint Line	0		14.78	354.72	7/3/2019 0:00	DC1	609												
435980	44.1	023407P10	24	Picked	EA	12.66	Hurst Price List	Paint Line	0		12.66	303.84	7/3/2019 0:00	DC1	609												
435980	45.1	024408P2	8	Picked	EA	12.27	Hurst Price List	Paint Line	0		12.27	98.16	7/3/2019 0:00	DC1	609												
435980	46.1	024408P8	8	Picked	EA	11.44	Hurst Price List	Paint Line	0		11.44	91.52	7/3/2019 0:00	DC1	609												
435980	47.1	024409P8	4	Picked	EA	8.89	Hurst Price List	Paint Line	0		8.89	35.56	7/3/2019 0:00	DC1	609												
435980	48.1	024407P2	8	Picked	EA	10.38	Hurst Price List	Paint Line	0		10.38	83.04	7/3/2019 0:00	DC1	609												
435980	49.1	024004P0	9	Picked	EA	3.35	Hurst Price List	Paint Line	0		3.35	30.15	7/3/2019 0:00	DC1	609												
435980	50.1	024004P6	9	Picked	EA	3.05	Hurst Price List	Paint Line	0		3.05	27.45	7/3/2019 0:00	DC1	609												
435980	51.1	024005P10	9	Picked	EA	3.03	Hurst Price List	Paint Line	0		3.03	27.27	7/3/2019 0:00	DC1	609												
435980	52.1	023604P4	12	Picked	EA	8.89	Hurst Price List	Paint Line	0		8.89	106.68	7/3/2019 0:00	DC1	609												
435980	53.1	024607P00	9	Picked	EA	4.43	Hurst Price List	Paint Line	0		4.43	39.87	7/3/2019 0:00	DC1	609												
435980	54.1	023803P8	9	Picked	EA	4.28	Hurst Price List	Paint Line	0		4.28	38.52	7/3/2019 0:00	DC1	609												
435980	55.1	023806P0	9	Picked	EA	4.13	Hurst Price List	Paint Line	0		4.13	37.17	7/3/2019 0:00	DC1	609												
435980	56.1	024403P0	18	Picked	EA	4.34	Hurst Price List	Paint Line	0		4.34	78.12	7/3/2019 0:00	DC1	609												
435980	57.1	024408P10	9	Picked	EA	3.4	Hurst Price List	Paint Line	0		3.4	30.6	7/3/2019 0:00	DC1	609												
435980	58.1	024602P00	9	Picked	EA	2.95	Hurst Price List	Paint Line	0		2.95	26.55	7/3/2019 0:00	DC1	609												
435980	59.1	023606P0	9	Picked	EA	3.75	Hurst Price List	Paint Line	0		3.75	33.75	7/3/2019 0:00	DC1	609												
435980	60.1	024009P4	108	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	417.96	7/3/2019 0:00	DC1	609												
435980	61.1	024009P6	54	Picked	EA	3.74	Hurst Price List	Paint Line	0		3.74	201.96	7/3/2019 0:00	DC1	609												
435980	62.1	024009P8	54	Picked	EA	3.16	Hurst Price List	Paint Line	0		3.16	170.64	7/3/2019 0:00	DC1	609												
435980	63.1	024604P00	12	Picked	EA	14.62	Hurst Price List	Paint Line	0		14.62	175.44	7/3/2019 0:00	DC1	609												
435980	64.1	024009P10	54	Picked	EA	2.97	Hurst Price List	Paint Line	0		2.97	160.38	7/3/2019 0:00	DC1	609												
435980	65.1	024202P6	8	Picked	EA	12.24	Hurst Price List	Paint Line	0		12.24	97.92	7/3/2019 0:00	DC1	609												
435980	66.1	024202P8	0	Cancelled	EA	55.45	Hurst Price List	Paint Line	4		55.45	0	7/3/2019 0:00	DC1	609												
435979	1.1	023808P10	20	Picked	EA	60.22	Hurst Price List	Paint Line	0		60.22	1,204.40	7/3/2019 0:00	DC1	1104												
435979	2.1	024003P10	24	Picked	EA	11.22	Hurst Price List	Paint Line	0		11.22	269.28	7/3/2019 0:00	DC1	1104												
435979	3.1	023607P2	12	Picked	EA	14.98	Hurst Price List	Paint Line	0		14.98	179.76	7/3/2019 0:00	DC1	1104												
435979	4.1	024203P6	4	Picked	EA	12.95	Hurst Price List	Paint Line	0		12.95	51.8	7/3/2019 0:00	DC1	1104												
435979	5.1	024004P4	8	Picked	EA	10.04	Hurst Price List	Paint Line	0		10.04	80.32	7/3/2019 0:00	DC1	1104												
435979	6.1	023610P0	12	Picked	EA	15.37	Hurst Price List	Paint Line	0		15.37	184.44	7/3/2019 0:00	DC1	1104												
435979	7.1	023407P10	12	Picked	EA	12.66	Hurst Price List	Paint Line	0		12.66	151.92	7/3/2019 0:00	DC1	1104												
435979	8.1	024001P6	4	Picked	EA	51.06	Hurst Price List	Paint Line	0		51.06	204.24	7/3/2019 0:00	DC1	1104												
435979	9.1	023610P2	4	Picked	EA	71.06	Hurst Price List	Paint Line	0		71.06	284.24	7/3/2019 0:00	DC1	1104												
435979	10.1	023410P6	8	Picked	EA	13.48	Hurst Price List	Paint Line	0		13.48	107.84	7/3/2019 0:00	DC1	1104												
435979	11.1	024609P2	12	Picked	EA	14.33	Hurst Price List	Paint Line	0		14.33	171.96	7/3/2019 0:00	DC1	1104												
435979	12.1	024407P8	20	Picked	EA	50.76	Hurst Price List	Paint Line	0		50.76	1,015.20	7/3/2019 0:00	DC1	1104												
435979	13.1	023604P4	12	Picked	EA	8.89	Hurst Price List	Paint Line	0		8.89	106.68	7/3/2019 0:00	DC1	1104												
435979	14.1	023604P0	12	Picked	EA	41.2	Hurst Price List	Paint Line	0		41.2	494.4	7/3/2019 0:00	DC1	1104												
435979	15.1	#N/A	16	Picked	EA	21.69	Hurst Price List	Sundry Line	0		21.69	347.04	7/3/2019 0:00	DC1	1104												
435979	16.1	023803P8	162	Picked	EA	4.28	Hurst Price List	Paint Line	0		4.28	693.36	7/3/2019 0:00	DC1	1104												
435979	17.1	023808P6	20	Picked	EA	13.19	Hurst Price List	Paint Line	0		13.19	263.8	7/3/2019 0:00	DC1	1104												
435979	18.1	023809P2	16	Picked	EA	14.22	Hurst Price List	Paint Line	0		14.22	227.52	7/3/2019 0:00	DC1	1104												
435979	19.1	023809P4	8	Picked	EA	65.38	Hurst Price List	Paint Line	0		65.38	523.04	7/3/2019 0:00	DC1	1104												
435978	1.1	023409P2	4	Closed	EA	11.99	Hurst Price List	Paint Line	0	4	11.99	47.96	7/3/2019 0:00	DC1	803												
435978	2.1	023407P10	12	Closed	EA	12.66	Hurst Price List	Paint Line	0	12	12.66	151.92	7/3/2019 0:00	DC1	803												
435978	3.1	024407P0	4	Closed	EA	12.97	Hurst Price List	Paint Line	0	4	12.97	51.88	7/3/2019 0:00	DC1	803												
435978	4.1	023403P8	8	Closed	EA	13.06	Hurst Price List	Paint Line	0	8	13.06	104.48	7/3/2019 0:00	DC1	803												
435978	5.1	024004P4	4	Closed	EA	10.04	Hurst Price List	Paint Line	0	4	10.04	40.16	7/3/2019 0:00	DC1	803												
435978	6.1	023809P6	4	Closed	EA	13.42	Hurst Price List	Paint Line	0	4	13.42	53.68	7/3/2019 0:00	DC1	803												
435978	7.1	023610P10	4	Closed	EA	13.53	Hurst Price List	Paint Line	0	4	13.53	54.12	7/3/2019 0:00	DC1	803												
435978	8.1	023405P0	8	Closed	EA	11.64	Hurst Price List	Paint Line	0	8	11.64	93.12	7/3/2019 0:00	DC1	803												
435978	9.1	024006P10	4	Closed	EA	9.57	Hurst Price List	Paint Line	0	4	9.57	38.28	7/3/2019 0:00	DC1	803												
435978	10.1	024409P8	8	Closed	EA	8.89	Hurst Price List	Paint Line	0	8	8.89	71.12	7/3/2019 0:00	DC1	803												
435978	11.1	024410P4	8	Closed	EA	12.29	Hurst Price List	Paint Line	0	8	12.29	98.32	7/3/2019 0:00	DC1	803												
435978	12.1	023403P10	12	Closed	EA	59.57	Hurst Price List	Paint Line	0	12	59.57	714.84	7/3/2019 0:00	DC1	803												
435978	13.1	024407P2	8	Closed	EA	10.38	Hurst Price List	Paint Line	0	8	10.38	83.04	7/3/2019 0:00	DC1	803												
435978	14.1	024601P00	4	Closed	EA	9.64	Hurst Price List	Paint Line	0	4	9.64	38.56	7/3/2019 0:00	DC1	803												
435978	15.1	023808P6	8	Closed	EA	13.19	Hurst Price List	Paint Line	0	8	13.19	105.52	7/3/2019 0:00	DC1	803												
435978	16.1	023610P0	4	Closed	EA	15.37	Hurst Price List	Paint Line	0	4	15.37	61.48	7/3/2019 0:00	DC1	803												
435978	17.1	023609P10	4	Closed	EA	15.53	Hurst Price List	Paint Line	0	4	15.53	62.12	7/3/2019 0:00	DC1	803												
435978	18.1	024602P4	8	Closed	EA	17.29	Hurst Price List	Paint Line	0	8	17.29	138.32	7/3/2019 0:00	DC1	803												
435978	19.1	023406P6	12	Closed	EA	12.91	Hurst Price List	Paint Line	0	12	12.91	154.92	7/3/2019 0:00	DC1	803												
435978	20.1	023406P10	4	Closed	EA	12.86	Hurst Price List	Paint Line	0	4	12.86	51.44	7/3/2019 0:00	DC1	803												
435978	21.1	023407P6	8	Closed	EA	13.02	Hurst Price List	Paint Line	0	8	13.02	104.16	7/3/2019 0:00	DC1	803												
435978	22.1	023410P6	8	Closed	EA	13.48	Hurst Price List	Paint Line	0	8	13.48	107.84	7/3/2019 0:00	DC1	803												
435978	23.1	024009P2	4	Closed	EA	58.31	Hurst Price List	Paint Line	0	4	58.31	233.24	7/3/2019 0:00	DC1	803												
435978	24.1	023403P4	4	Closed	EA	13.66	Hurst Price List	Paint Line	0	4	13.66	54.64	7/3/2019 0:00	DC1	803												
435978	25.1	024009P4	9	Closed	EA	3.87	Hurst Price List	Paint Line	0	9	3.87	34.83	7/3/2019 0:00	DC1	803												
435978	26.1	024009P6	9	Closed	EA	3.74	Hurst Price List	Paint Line	0	9	3.74	33.66	7/3/2019 0:00	DC1	803												
435978	27.1	024009P10	9	Closed	EA	2.97	Hurst Price List	Paint Line	0	9	2.97	26.73	7/3/2019 0:00	DC1	803												
435978	28.1	023804P2	9	Closed	EA	4.13	Hurst Price List	Paint Line	0	9	4.13	37.17	7/3/2019 0:00	DC1	803												
435978	29.1	023805P6	9	Closed	EA	4.28	Hurst Price List	Paint Line	0	9	4.28	38.52	7/3/2019 0:00	DC1	803												
435978	30.1	024408P4	9	Closed	EA	3.61	Hurst Price List	Paint Line	0	9	3.61	32.49	7/3/2019 0:00	DC1	803												
435978	31.1	024202P10	9	Closed	EA	3.78	Hurst Price List	Paint Line	0	9	3.78	34.02	7/3/2019 0:00	DC1	803												
435978	32.1	023808P0	4	Closed	EA	62.31	Hurst Price List	Paint Line	0	4	62.31	249.24	7/3/2019 0:00	DC1	803												
435978	33.1	023807P6	4	Closed	EA	50.68	Hurst Price List	Paint Line	0	4	50.68	202.72	7/3/2019 0:00	DC1	803												
435978	34.1	024203P6	12	Closed	EA	12.95	Hurst Price List	Paint Line	0	12	12.95	155.4	7/3/2019 0:00	DC1	803												
435978	35.1	023808P10	12	Closed	EA	60.22	Hurst Price List	Paint Line	0	12	60.22	722.64	7/3/2019 0:00	DC1	803												
435978	36.1	024407P10	4	Closed	EA	53.92	Hurst Price List	Paint Line	0	4	53.92	215.68	7/3/2019 0:00	DC1	803												
435978	37.1	024409P0	4	Closed	EA	51.45	Hurst Price List	Paint Line	0	4	51.45	205.8	7/3/2019 0:00	DC1	803												
435978	38.1	024409P6	4	Closed	EA	43.89	Hurst Price List	Paint Line	0	4	43.89	175.56	7/3/2019 0:00	DC1	803												
435978	39.1	024410P0	12	Closed	EA	38.7	Hurst Price List	Paint Line	0	12	38.7	464.4	7/3/2019 0:00	DC1	803												
435978	40.1	024406P10	12	Closed	EA	59.11	Hurst Price List	Paint Line	0	12	59.11	709.32	7/3/2019 0:00	DC1	803												
435978	41.1	024407P4	8	Closed	EA	46.18	Hurst Price List	Paint Line	0	8	46.18	369.44	7/3/2019 0:00	DC1	803												
435978	42.1	023405P2	6	Closed	EA	52.49	Hurst Price List	Paint Line	0	6	52.49	314.94	7/3/2019 0:00	DC1	803												
435978	43.1	023408P0	2	Closed	EA	57.57	Hurst Price List	Paint Line	0	2	57.57	115.14	7/3/2019 0:00	DC1	803												
435978	44.1	023408P8	2	Closed	EA	43.04	Hurst Price List	Paint Line	0	2	43.04	86.08	7/3/2019 0:00	DC1	803												
435978	45.1	023406P8	7	Closed	EA	58.79	Hurst Price List	Paint Line	0	7	58.79	411.53	7/3/2019 0:00	DC1	803												
435978	46.1	023407P0	5	Closed	EA	58.53	Hurst Price List	Paint Line	0	5	58.53	292.65	7/3/2019 0:00	DC1	803												
435978	47.1	023407P4	4	Closed	EA	58.99	Hurst Price List	Paint Line	0	4	58.99	235.96	7/3/2019 0:00	DC1	803												
435978	48.1	024001P6	4	Closed	EA	51.06	Hurst Price List	Paint Line	0	4	51.06	204.24	7/3/2019 0:00	DC1	803												
435978	49.1	023609P8	4	Closed	EA	71.49	Hurst Price List	Paint Line	0	4	71.49	285.96	7/3/2019 0:00	DC1	803												
435978	50.1	024008P10	12	Closed	EA	62.63	Hurst Price List	Paint Line	0	12	62.63	751.56	7/3/2019 0:00	DC1	803												
435978	51.1	023809P2	4	Closed	EA	14.22	Hurst Price List	Paint Line	0	4	14.22	56.88	7/3/2019 0:00	DC1	803												
435978	52.1	023810P2	4	Closed	EA	14.79	Hurst Price List	Paint Line	0	4	14.79	59.16	7/3/2019 0:00	DC1	803												
435978	53.1	023610P6	8	Closed	EA	14.78	Hurst Price List	Paint Line	0	8	14.78	118.24	7/3/2019 0:00	DC1	803												
435977	1.1	023403P8	4	Picked	EA	13.06	Hurst Price List	Paint Line	0		13.06	52.24	7/3/2019 0:00	DC1	318												
435977	2.1	023809P2	4	Picked	EA	14.22	Hurst Price List	Paint Line	0		14.22	56.88	7/3/2019 0:00	DC1	318												
435977	3.1	024003P10	24	Picked	EA	11.22	Hurst Price List	Paint Line	0		11.22	269.28	7/3/2019 0:00	DC1	318												
435977	4.1	023610P6	12	Picked	EA	14.78	Hurst Price List	Paint Line	0		14.78	177.36	7/3/2019 0:00	DC1	318												
435977	5.1	024409P2	8	Picked	EA	9.92	Hurst Price List	Paint Line	0		9.92	79.36	7/3/2019 0:00	DC1	318												
435977	6.1	023808P6	8	Picked	EA	13.19	Hurst Price List	Paint Line	0		13.19	105.52	7/3/2019 0:00	DC1	318												
435977	7.1	#N/A	4	Picked	EA	3.94	Hurst Price List	Paint Line	0		3.94	15.76	7/3/2019 0:00	DC1	318												
435977	8.1	024009P6	9	Picked	EA	3.74	Hurst Price List	Paint Line	0		3.74	33.66	7/3/2019 0:00	DC1	318												
435977	9.1	024009P4	9	Picked	EA	3.87	Hurst Price List	Paint Line	0		3.87	34.83	7/3/2019 0:00	DC1	318												
435977	10.1	#N/A	8	Picked	EA	17.8	Hurst Price List	Sundry Line	0		17.8	142.4	7/3/2019 0:00	DC1	318												
435977	11.1	#N/A	0	Cancelled	EA	5.68	Hurst Price List	Sundry Line	24		5.68	0	7/3/2019 0:00	DC1	318												
435977	12.1	023406P8	3	Picked	EA	58.79	Hurst Price List	Paint Line	0		58.79	176.37	7/3/2019 0:00	DC1	318												
435977	13.1	023401P10	4	Picked	EA	47.17	Hurst Price List	Paint Line	0		47.17	188.68	7/3/2019 0:00	DC1	318												
435977	14.1	024001P2	2	Picked	EA	51.25	Hurst Price List	Paint Line	0		51.25	102.5	7/3/2019 0:00	DC1	318												
435977	15.1	023610P2	4	Picked	EA	71.06	Hurst Price List	Paint Line	0		71.06	284.24	7/3/2019 0:00	DC1	318												
435977	16.1	024201P4	6	Picked	EA	54.26	Hurst Price List	Paint Line	0		54.26	325.56	7/3/2019 0:00	DC1	318												
435977	17.1	024201P8	8	Picked	EA	51.44	Hurst Price List	Paint Line	0		51.44	411.52	7/3/2019 0:00	DC1	318												
435977	18.1	024004P8	6	Picked	EA	44.47	Hurst Price List	Paint Line	0		44.47	266.82	7/3/2019 0:00	DC1	318												
435977	19.1	024210P10	8	Picked	EA	44.81	Hurst Price List	Paint Line	0		44.81	358.48	7/3/2019 0:00	DC1	318												
435977	20.1	023604P6	4	Picked	EA	38.7	Hurst Price List	Paint Line	0		38.7	154.8	7/3/2019 0:00	DC1	318												
435977	21.1	024408P6	16	Picked	EA	55.64	Hurst Price List	Paint Line	0		55.64	890.24	7/3/2019 0:00	DC1	318												
435977	22.1	024406P10	8	Picked	EA	59.11	Hurst Price List	Paint Line	0		59.11	472.88	7/3/2019 0:00	DC1	318												
435977	23.1	024407P4	8	Picked	EA	46.18	Hurst Price List	Paint Line	0		46.18	369.44	7/3/2019 0:00	DC1	318												
435977	24.1	023608P4	4	Picked	EA	67.35	Hurst Price List	Paint Line	0		67.35	269.4	7/3/2019 0:00	DC1	318												
435977	25.1	023610P8	3	Picked	EA	68.15	Hurst Price List	Paint Line	0		68.15	204.45	7/3/2019 0:00	DC1	318												
435977	26.1	#N/A	16	Picked	EA	51.05	Hurst Price List	Sundry Line	0		51.05	816.8	7/3/2019 0:00	DC1	318												
435977	27.1	023403P4	4	Picked	EA	13.66	Hurst Price List	Paint Line	0		13.66	54.64	7/3/2019 0:00	DC1	318												
435977	28.1	024409P8	4	Picked	EA	8.89	Hurst Price List	Paint Line	0		8.89	35.56	7/3/2019 0:00	DC1	318												
435977	29.1	023804P0	4	Picked	EA	14.37	Hurst Price List	Paint Line	0		14.37	57.48	7/3/2019 0:00	DC1	318												
435977	30.1	023803P6	16	Picked	EA	14.95	Hurst Price List	Paint Line	0		14.95	239.2	7/3/2019 0:00	DC1	318												
435977	31.1	024602P0	4	Picked	EA	13.59	Hurst Price List	Paint Line	0		13.59	54.36	7/3/2019 0:00	DC1	318												
435977	32.1	024004P4	8	Picked	EA	10.04	Hurst Price List	Paint Line	0		10.04	80.32	7/3/2019 0:00	DC1	318												
435977	33.1	024010P10	8	Picked	EA	11.15	Hurst Price List	Paint Line	0		11.15	89.2	7/3/2019 0:00	DC1	318												
435977	34.1	023405P2	5	Picked	EA	52.49	Hurst Price List	Paint Line	0		52.49	262.45	7/3/2019 0:00	DC1	318												
435976	1.1	024009P4	27	Closed	EA	3.87	Hurst Price List	Paint Line	0	27	3.87	104.49	7/3/2019 0:00	DC1	204												
435976	2.1	024401P8	8	Closed	EA	15.11	Hurst Price List	Paint Line	0	8	15.11	120.88	7/3/2019 0:00	DC1	204												
435976	3.1	023408P0	6	Closed	EA	57.57	Hurst Price List	Paint Line	0	6	57.57	345.42	7/3/2019 0:00	DC1	204												
435976	4.1	024407P4	6	Closed	EA	46.18	Hurst Price List	Paint Line	0	6	46.18	277.08	7/3/2019 0:00	DC1	204												
435976	5.1	024606P10	2	Closed	EA	67.44	Hurst Price List	Paint Line	0	2	67.44	134.88	7/3/2019 0:00	DC1	204												
435976	6.1	024607P8	1	Closed	EA	50.8	Hurst Price List	Paint Line	0	1	50.8	50.8	7/3/2019 0:00	DC1	204												
435976	7.1	024406P10	3	Closed	EA	59.11	Hurst Price List	Paint Line	0	3	59.11	177.33	7/3/2019 0:00	DC1	204												
435976	8.1	024410P8	3	Closed	EA	55.7	Hurst Price List	Paint Line	0	3	55.7	167.1	7/3/2019 0:00	DC1	204												
435976	9.1	#N/A	0	Cancelled	EA	5.68	Hurst Price List	Sundry Line	12		5.68	0	7/3/2019 0:00	DC1	204												
435976	10.1	#N/A	6	Closed	EA	7.19	Hurst Price List	Sundry Line	0	6	7.19	43.14	7/3/2019 0:00	DC1	204												
435976	11.1	024009P10	18	Closed	EA	2.97	Hurst Price List	Paint Line	0	18	2.97	53.46	7/3/2019 0:00	DC1	204												
435976	12.1	024005P0	9	Closed	EA	2.62	Hurst Price List	Paint Line	0	9	2.62	23.58	7/3/2019 0:00	DC1	204												
435976	13.1	023803P8	9	Closed	EA	4.28	Hurst Price List	Paint Line	0	9	4.28	38.52	7/3/2019 0:00	DC1	204												
435976	14.1	024409P2	8	Closed	EA	9.92	Hurst Price List	Paint Line	0	8	9.92	79.36	7/3/2019 0:00	DC1	204												
435976	15.1	023610P6	12	Closed	EA	14.78	Hurst Price List	Paint Line	0	12	14.78	177.36	7/3/2019 0:00	DC1	204												
435976	16.1	024003P10	8	Closed	EA	11.22	Hurst Price List	Paint Line	0	8	11.22	89.76	7/3/2019 0:00	DC1	204												
435976	17.1	023407P10	12	Closed	EA	12.66	Hurst Price List	Paint Line	0	12	12.66	151.92	7/3/2019 0:00	DC1	204												
435976	18.1	023403P8	8	Closed	EA	13.06	Hurst Price List	Paint Line	0	8	13.06	104.48	7/3/2019 0:00	DC1	204												
435974	1.1	023607P0	3	Picked	EA	55.45	Hurst Price List	Paint Line	0		55.45	166.35	7/3/2019 0:00	DC1	304												
435974	2.1	024408P0	8	Picked	EA	11.93	Hurst Price List	Paint Line	0		11.93	95.44	7/3/2019 0:00	DC1	304												
435974	3.1	024601P00	12	Picked	EA	9.64	Hurst Price List	Paint Line	0		9.64	115.68	7/3/2019 0:00	DC1	304												
435974	4.1	023610P6	12	Picked	EA	14.78	Hurst Price List	Paint Line	0		14.78	177.36	7/3/2019 0:00	DC1	304												
435974	5.1	024407P2	12	Picked	EA	10.38	Hurst Price List	Paint Line	0		10.38	124.56	7/3/2019 0:00	DC1	304												
435974	6.1	023606P8	8	Picked	EA	12.24	Hurst Price List	Paint Line	0		12.24	97.92	7/3/2019 0:00	DC1	304												
435974	7.1	024404P2	8	Picked	EA	11.09	Hurst Price List	Paint Line	0		11.09	88.72	7/3/2019 0:00	DC1	304												
435974	8.1	023810P2	8	Picked	EA	14.79	Hurst Price List	Paint Line	0		14.79	118.32	7/3/2019 0:00	DC1	304												
435974	9.1	023610P10	4	Picked	EA	13.53	Hurst Price List	Paint Line	0		13.53	54.12	7/3/2019 0:00	DC1	304												
435974	10.1	023808P0	6	Picked	EA	62.31	Hurst Price List	Paint Line	0		62.31	373.86	7/3/2019 0:00	DC1	304												
435974	11.1	024006P0	2	Picked	EA	44.09	Hurst Price List	Paint Line	0		44.09	88.18	7/3/2019 0:00	DC1	304												
435974	12.1	023401P6	6	Picked	EA	46.71	Hurst Price List	Paint Line	0		46.71	280.26	7/3/2019 0:00	DC1	304												
435974	13.1	024202P4	6	Picked	EA	42.47	Hurst Price List	Paint Line	0		42.47	254.82	7/3/2019 0:00	DC1	304												
435974	14.1	023609P0	3	Picked	EA	69.17	Hurst Price List	Paint Line	0		69.17	207.51	7/3/2019 0:00	DC1	304												
435974	15.1	#N/A	3	Picked	EA	95.68	Hurst Price List	Sundry Line	0		95.68	287.04	7/3/2019 0:00	DC1	304												
435974	16.1	024405P4	4	Picked	EA	12.17	Hurst Price List	Paint Line	0		12.17	48.68	7/3/2019 0:00	DC1	304												
435974	17.1	023601P10	8	Picked	EA	10.62	Hurst Price List	Paint Line	0		10.62	84.96	7/3/2019 0:00	DC1	304												
435973	1.1	023405P10	4	Picked	EA	14.92	Hurst Price List	Paint Line	0		14.92	59.68	7/3/2019 0:00	DC1	1106												
435973	2.1	023810P4	3	Picked	EA	68.24	Hurst Price List	Paint Line	0		68.24	204.72	7/3/2019 0:00	DC1	1106												
